# Field minima and maxima
# Time         	field          	min            	location(min)  	max            	location(max)  
284.57         	p              	-8.28445090e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	5.52670216e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
284.57         	U              	(-1.24246574e-01 -6.01202415e-01 -1.01811464e-18)	(2.69643629e+00 7.60821952e-01 -3.10085286e-17)	(1.25980486e+00 5.38675756e-01 1.14853195e-19)	(3.11615026e+00 -1.04030998e+00 1.45409674e-17)
284.63         	p              	-8.36593706e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	5.53146382e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
284.63         	U              	(-1.36207240e-01 -3.87737871e-01 -5.39758015e-19)	(2.87998353e+00 5.73373142e-01 0.00000000e+00)	(1.26180960e+00 5.24070509e-01 1.15752085e-19)	(3.11615026e+00 -1.04030998e+00 1.45409674e-17)
284.689        	p              	-8.44870624e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	5.53405436e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
284.689        	U              	(-1.35535083e-01 -4.27401149e-01 -5.22461408e-19)	(2.87998353e+00 5.73373142e-01 0.00000000e+00)	(1.26296859e+00 5.08598845e-01 1.16903874e-19)	(3.11615026e+00 -1.04030998e+00 1.45409674e-17)
284.748        	p              	-8.52589790e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	5.53990937e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
284.748        	U              	(-1.33517808e-01 -4.66539033e-01 -5.08815657e-19)	(2.87998353e+00 5.73373142e-01 0.00000000e+00)	(1.27905235e+00 5.31012951e-01 1.15555957e-19)	(-4.07913065e-01 1.10565840e+00 1.12326279e-17)
284.807        	p              	-8.60122163e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	5.54351550e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
284.807        	U              	(-1.29989985e-01 -5.04777505e-01 -4.94365304e-19)	(2.87998353e+00 5.73373142e-01 0.00000000e+00)	(1.13867037e+00 6.22134458e-01 7.39423356e-20)	(3.39169061e+00 -8.15260510e-01 -1.30148659e-17)
284.866        	p              	-8.66886062e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	5.54837199e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
284.866        	U              	(-1.24853355e-01 -5.41929452e-01 -4.83929507e-19)	(2.87998353e+00 5.73373142e-01 0.00000000e+00)	(1.18155395e+00 6.07037447e-01 4.22172449e-19)	(-6.12939168e-01 1.09458582e+00 -1.02513368e-17)
284.924        	p              	-8.73977704e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	5.55075657e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
284.924        	U              	(-1.18637597e-01 -5.77576075e-01 -4.77186557e-19)	(2.87998353e+00 5.73373142e-01 0.00000000e+00)	(1.42972666e+00 2.06143674e-01 4.56563838e-19)	(5.23566263e-02 1.33115644e+00 0.00000000e+00)
284.983        	p              	-8.80456051e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	5.55554645e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
284.983        	U              	(-1.10658203e-01 -6.10680224e-01 -4.52039114e-19)	(2.87998353e+00 5.73373142e-01 0.00000000e+00)	(1.32748224e+00 4.66931527e-01 2.14956706e-19)	(-3.19909090e-01 1.13417590e+00 2.16922058e-17)
285.041        	p              	-8.87021999e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	5.56044065e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
285.041        	U              	(-1.00960373e-01 -6.41616913e-01 -4.42020707e-19)	(2.87998353e+00 5.73373142e-01 0.00000000e+00)	(1.33181498e+00 4.67755172e-01 2.16393797e-19)	(-3.19909090e-01 1.13417590e+00 2.16922058e-17)
285.1          	p              	-8.93344719e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	5.56409752e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
285.1          	U              	(-9.02781206e-02 -6.70240199e-01 -4.30005916e-19)	(2.87998353e+00 5.73373142e-01 0.00000000e+00)	(1.43936951e+00 1.46401236e-01 5.76814593e-19)	(1.66357433e-01 1.40459629e+00 -7.82047486e-18)
285.157        	p              	-8.98808770e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	5.56909342e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
285.157        	U              	(-7.87016972e-02 -6.96648670e-01 -4.19834909e-19)	(2.87998353e+00 5.73373142e-01 0.00000000e+00)	(1.44342239e+00 1.45342412e-01 5.79746965e-19)	(1.66357433e-01 1.40459629e+00 -7.82047486e-18)
285.215        	p              	-9.04452397e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	5.57187462e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
285.215        	U              	(-6.59660022e-02 -7.20825488e-01 -4.08942360e-19)	(2.87998353e+00 5.73373142e-01 0.00000000e+00)	(1.34359310e+00 3.17348518e-01 6.38692013e-19)	(-1.38518882e-01 1.16988517e+00 -1.04771484e-17)
285.273        	p              	-9.09607429e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	5.57586698e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
285.273        	U              	(-5.11471698e-02 -7.42670181e-01 -4.01130694e-19)	(2.87998353e+00 5.73373142e-01 0.00000000e+00)	(1.34805815e+00 3.17777307e-01 6.41467659e-19)	(-1.38518882e-01 1.16988517e+00 -1.04771484e-17)
285.331        	p              	-9.14687556e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	5.57820395e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
285.331        	U              	(-3.47448924e-02 -7.61952923e-01 -3.92482375e-19)	(2.87998353e+00 5.73373142e-01 0.00000000e+00)	(1.40982455e+00 3.80319043e-01 1.56604487e-19)	(-2.60174967e-01 1.30751857e+00 -1.01600534e-17)
285.388        	p              	-9.19396472e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	5.57918819e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
285.388        	U              	(-1.69558442e-02 -7.78924192e-01 -3.81838058e-19)	(2.87998353e+00 5.73373142e-01 0.00000000e+00)	(1.41306712e+00 3.80527925e-01 1.57471027e-19)	(-2.60174967e-01 1.30751857e+00 -1.01600534e-17)
285.446        	p              	-9.23599037e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	5.58187987e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
285.446        	U              	(2.16952741e-03 -7.93981184e-01 -3.77363018e-19)	(2.87998353e+00 5.73373142e-01 0.00000000e+00)	(1.46687770e+00 2.00471894e-01 4.73922823e-19)	(5.23566263e-02 1.33115644e+00 0.00000000e+00)
285.503        	p              	-9.27438610e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	5.58784087e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
285.503        	U              	(2.33292451e-02 -8.07078346e-01 -3.69029801e-19)	(2.87998353e+00 5.73373142e-01 0.00000000e+00)	(1.41922948e+00 3.81012111e-01 1.58548473e-19)	(-2.60174967e-01 1.30751857e+00 -1.01600534e-17)
285.56         	p              	-9.31106028e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	5.58965260e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
285.56         	U              	(4.58508910e-02 -8.17651962e-01 -3.54249249e-19)	(2.87998353e+00 5.73373142e-01 0.00000000e+00)	(1.42215774e+00 3.81289106e-01 1.59302576e-19)	(-2.60174967e-01 1.30751857e+00 -1.01600534e-17)
285.617        	p              	-9.34216467e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	5.59336393e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
285.617        	U              	(6.97619410e-02 -8.25961069e-01 -3.45640166e-19)	(2.87998353e+00 5.73373142e-01 0.00000000e+00)	(1.42496981e+00 3.81588066e-01 1.59774093e-19)	(-2.60174967e-01 1.30751857e+00 -1.01600534e-17)
285.673        	p              	-9.36950593e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	5.59837906e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
285.673        	U              	(9.51541493e-02 -8.32251662e-01 -3.40825623e-19)	(2.87998353e+00 5.73373142e-01 0.00000000e+00)	(1.22128697e+00 6.24665245e-01 4.36843744e-19)	(-6.12939168e-01 1.09458582e+00 -1.02513368e-17)
285.73         	p              	-9.39373279e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	5.60170314e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
285.73         	U              	(1.22231261e-01 -8.36267699e-01 -3.31715631e-19)	(2.87998353e+00 5.73373142e-01 0.00000000e+00)	(1.47773778e+00 1.38872039e-01 6.01891971e-19)	(1.66357433e-01 1.40459629e+00 -7.82047486e-18)
285.787        	p              	-9.41656580e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	5.60455723e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
285.787        	U              	(1.51062084e-01 -8.38530187e-01 -3.25001881e-19)	(2.87998353e+00 5.73373142e-01 0.00000000e+00)	(1.48564629e+00 1.99307230e-01 4.78546183e-19)	(5.23566263e-02 1.33115644e+00 0.00000000e+00)
285.843        	p              	-9.43409892e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	5.60737653e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
285.843        	U              	(1.80955474e-01 -8.38568716e-01 -3.18267338e-19)	(2.87998353e+00 5.73373142e-01 0.00000000e+00)	(1.22764795e+00 6.27872752e-01 4.38096093e-19)	(-6.12939168e-01 1.09458582e+00 -1.02513368e-17)
285.899        	p              	-9.45297505e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	5.60881956e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
285.899        	U              	(-8.16809180e-02 -9.44951397e-01 -3.09946334e-19)	(2.66190925e+00 1.04815120e-01 2.22269931e-17)	(1.22958106e+00 6.28887437e-01 4.38830026e-19)	(-6.12939168e-01 1.09458582e+00 -1.02513368e-17)
285.956        	p              	-9.47060052e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	5.60546453e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
285.956        	U              	(-6.87010550e-02 -9.46007656e-01 -3.43795791e-19)	(2.66190925e+00 1.04815120e-01 2.22269931e-17)	(1.38845026e+00 3.23269854e-01 6.61017747e-19)	(-1.38518882e-01 1.16988517e+00 -1.04771484e-17)
286.012        	p              	-9.48060996e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	5.60638585e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
286.012        	U              	(-5.46254997e-02 -9.45909533e-01 -3.76569838e-19)	(2.66190925e+00 1.04815120e-01 2.22269931e-17)	(1.23539215e+00 5.43272521e-01 1.47609943e-19)	(3.98200656e+00 -1.03755101e+00 0.00000000e+00)
286.068        	p              	-9.48820457e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	5.60631701e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
286.068        	U              	(-3.94423181e-02 -9.45217798e-01 -4.11820524e-19)	(2.66190925e+00 1.04815120e-01 2.22269931e-17)	(1.23779385e+00 5.29840072e-01 1.44523401e-19)	(3.98200656e+00 -1.03755101e+00 0.00000000e+00)
286.124        	p              	-9.49089355e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	5.60775560e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
286.124        	U              	(-2.31211769e-02 -9.44041027e-01 -4.54337253e-19)	(2.66190925e+00 1.04815120e-01 2.22269931e-17)	(1.23940320e+00 5.15374825e-01 1.40380324e-19)	(3.98200656e+00 -1.03755101e+00 0.00000000e+00)
286.18         	p              	-9.49208319e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	5.60592989e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
286.18         	U              	(1.58590911e-01 -3.57832251e-01 -5.08497269e-19)	(3.68914687e+00 3.52530538e-01 0.00000000e+00)	(1.24017460e+00 4.99846592e-01 1.36043986e-19)	(3.98200656e+00 -1.03755101e+00 0.00000000e+00)
286.235        	p              	-9.48900688e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	5.60596789e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
286.235        	U              	(1.21855454e-02 -9.39825686e-01 -5.28829318e-19)	(2.66190925e+00 1.04815120e-01 2.22269931e-17)	(1.25861479e+00 4.92329193e-01 2.10157169e-19)	(-5.92566610e-01 1.28544554e+00 -2.49642909e-17)
286.291        	p              	-9.48341833e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	5.60514908e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
286.291        	U              	(3.09794226e-02 -9.36721607e-01 -5.64197008e-19)	(2.66190925e+00 1.04815120e-01 2.22269931e-17)	(1.25979097e+00 4.92992632e-01 2.10889147e-19)	(-5.92566610e-01 1.28544554e+00 -2.49642909e-17)
286.347        	p              	-9.47271456e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	5.60643241e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
286.347        	U              	(5.00729590e-02 -9.33067318e-01 -6.09885502e-19)	(2.66190925e+00 1.04815120e-01 2.22269931e-17)	(1.26087167e+00 4.93644239e-01 2.11644578e-19)	(-5.92566610e-01 1.28544554e+00 -2.49642909e-17)
286.402        	p              	-9.45790892e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	5.60627127e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
286.402        	U              	(6.96660459e-02 -9.28916066e-01 -6.21497348e-19)	(2.66190925e+00 1.04815120e-01 2.22269931e-17)	(1.40069637e+00 3.27231591e-01 6.57783203e-19)	(-1.38518882e-01 1.16988517e+00 -1.04771484e-17)
286.458        	p              	-9.44459084e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	5.60363783e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
286.458        	U              	(8.94633098e-02 -9.24064756e-01 -6.46403124e-19)	(2.66190925e+00 1.04815120e-01 2.22269931e-17)	(1.33825154e+00 3.75352872e-01 2.57915518e-19)	(-4.07298432e-01 1.44381738e+00 0.00000000e+00)
286.513        	p              	-9.42129773e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	5.60599737e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
286.513        	U              	(1.09130154e-01 -9.18685495e-01 -6.79773640e-19)	(2.66190925e+00 1.04815120e-01 2.22269931e-17)	(1.26350836e+00 4.95506805e-01 2.13085478e-19)	(-5.92566610e-01 1.28544554e+00 -2.49642909e-17)
286.569        	p              	-9.40383426e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	5.60135379e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
286.569        	U              	(1.28599072e-01 -9.12995778e-01 -7.09306224e-19)	(2.66190925e+00 1.04815120e-01 2.22269931e-17)	(1.50352979e+00 1.43895572e-01 5.96272063e-19)	(1.66357433e-01 1.40459629e+00 -7.82047486e-18)
286.624        	p              	-9.37989673e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	5.60007670e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
286.624        	U              	(1.47618737e-01 -9.07238347e-01 -7.33995638e-19)	(2.66190925e+00 1.04815120e-01 2.22269931e-17)	(1.50865130e+00 2.05649184e-01 4.64075357e-19)	(5.23566263e-02 1.33115644e+00 0.00000000e+00)
286.679        	p              	-9.35162405e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	5.59821057e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
286.679        	U              	(1.66064211e-01 -9.01356846e-01 -7.60433483e-19)	(2.66190925e+00 1.04815120e-01 2.22269931e-17)	(1.40216264e+00 3.29620609e-01 6.49353867e-19)	(-1.38518882e-01 1.16988517e+00 -1.04771484e-17)
286.735        	p              	-9.31948935e-01	(-1.21582612e-01 1.02709282e+00 0.00000000e+00)	5.59771888e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
286.735        	U              	(-1.26625655e-01 -7.34299431e-01 -5.63441048e-19)	(2.52252992e+00 -2.98953044e-01 -1.16567404e-17)	(1.40189531e+00 3.30084246e-01 6.47338052e-19)	(-1.38518882e-01 1.16988517e+00 -1.04771484e-17)
286.79         	p              	-9.29000892e-01	(-1.21582612e-01 1.02709282e+00 0.00000000e+00)	5.59579220e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
286.79         	U              	(4.17805754e-01 -9.06702354e-01 -3.70453865e-19)	(2.77852311e+00 3.29315814e-01 0.00000000e+00)	(1.40144797e+00 3.30544727e-01 6.45112135e-19)	(-1.38518882e-01 1.16988517e+00 -1.04771484e-17)
286.845        	p              	-9.25802571e-01	(-1.21582612e-01 1.02709282e+00 0.00000000e+00)	5.59224291e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
286.845        	U              	(8.90528394e-02 -9.20686049e-01 -3.85869697e-19)	(2.92862647e+00 -1.15329165e-01 0.00000000e+00)	(1.34177614e+00 3.79524889e-01 2.53662489e-19)	(-4.07298432e-01 1.44381738e+00 0.00000000e+00)
286.901        	p              	-9.22083812e-01	(-1.21582612e-01 1.02709282e+00 0.00000000e+00)	5.58794636e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
286.901        	U              	(1.01978139e-01 -9.16094388e-01 -4.13625060e-19)	(2.92862647e+00 -1.15329165e-01 0.00000000e+00)	(1.34186809e+00 3.80143404e-01 2.52942497e-19)	(-4.07298432e-01 1.44381738e+00 0.00000000e+00)
286.956        	p              	-9.18227535e-01	(-1.21582612e-01 1.02709282e+00 0.00000000e+00)	5.58539686e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
286.956        	U              	(1.14903871e-01 -9.11410582e-01 -4.45234961e-19)	(2.92862647e+00 -1.15329165e-01 0.00000000e+00)	(1.34186064e+00 3.80766615e-01 2.52182308e-19)	(-4.07298432e-01 1.44381738e+00 0.00000000e+00)
287.011        	p              	-9.14084431e-01	(-1.21582612e-01 1.02709282e+00 0.00000000e+00)	5.58026052e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
287.011        	U              	(4.79382294e-01 -9.08020812e-01 -4.08162323e-19)	(2.77852311e+00 3.29315814e-01 0.00000000e+00)	(1.34175124e+00 3.81393597e-01 2.51349218e-19)	(-4.07298432e-01 1.44381738e+00 0.00000000e+00)
287.066        	p              	-9.09409757e-01	(-1.21582612e-01 1.02709282e+00 0.00000000e+00)	5.57809318e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
287.066        	U              	(4.93114679e-01 -9.07860648e-01 -4.14309698e-19)	(2.77852311e+00 3.29315814e-01 0.00000000e+00)	(1.39664583e+00 3.32825068e-01 6.30072453e-19)	(-1.38518882e-01 1.16988517e+00 -1.04771484e-17)
287.121        	p              	-9.04785357e-01	(-1.21582612e-01 1.02709282e+00 0.00000000e+00)	5.57570128e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
287.121        	U              	(5.06398556e-01 -9.06928103e-01 -4.20403142e-19)	(2.77852311e+00 3.29315814e-01 0.00000000e+00)	(1.50261363e+00 1.55739380e-01 5.67977493e-19)	(1.66357433e-01 1.40459629e+00 -7.82047486e-18)
287.176        	p              	-8.99703226e-01	(-1.21582612e-01 1.02709282e+00 0.00000000e+00)	5.57060468e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
287.176        	U              	(5.19278967e-01 -9.04886164e-01 -4.26310363e-19)	(2.77852311e+00 3.29315814e-01 0.00000000e+00)	(1.50454842e+00 2.15878779e-01 4.37564201e-19)	(5.23566263e-02 1.33115644e+00 0.00000000e+00)
287.231        	p              	-8.94462943e-01	(-1.21582612e-01 1.02709282e+00 0.00000000e+00)	5.56810832e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
287.231        	U              	(5.31792735e-01 -9.01671436e-01 -4.31993584e-19)	(2.77852311e+00 3.29315814e-01 0.00000000e+00)	(1.39175172e+00 3.34129464e-01 6.19573882e-19)	(-1.38518882e-01 1.16988517e+00 -1.04771484e-17)
287.286        	p              	-8.92646564e-01	(2.06331657e+00 2.44486796e-01 0.00000000e+00)	5.56544955e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
287.286        	U              	(1.86842873e-01 -8.78843599e-01 -5.88274014e-19)	(2.92862647e+00 -1.15329165e-01 0.00000000e+00)	(1.38977460e+00 3.34545990e-01 6.16993130e-19)	(-1.38518882e-01 1.16988517e+00 -1.04771484e-17)
287.342        	p              	-8.91308090e-01	(2.06331657e+00 2.44486796e-01 0.00000000e+00)	5.56556097e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
287.342        	U              	(1.97208235e-01 -8.73096291e-01 -6.09458465e-19)	(2.92862647e+00 -1.15329165e-01 0.00000000e+00)	(1.38763170e+00 3.34950218e-01 6.13282254e-19)	(-1.38518882e-01 1.16988517e+00 -1.04771484e-17)
287.397        	p              	-8.89711462e-01	(2.06331657e+00 2.44486796e-01 0.00000000e+00)	5.55953372e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
287.397        	U              	(2.06942818e-01 -8.67186586e-01 -6.29667960e-19)	(2.92862647e+00 -1.15329165e-01 0.00000000e+00)	(1.15358266e+00 5.02938866e-01 9.91353089e-19)	(-3.82506478e-01 1.03680493e+00 -1.23402532e-17)
287.452        	p              	-8.88155437e-01	(2.06331657e+00 2.44486796e-01 0.00000000e+00)	5.55641388e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
287.452        	U              	(2.16041452e-01 -8.61074800e-01 -6.48394345e-19)	(2.92862647e+00 -1.15329165e-01 0.00000000e+00)	(1.49542462e+00 1.65225290e-01 5.46403809e-19)	(1.66357433e-01 1.40459629e+00 -7.82047486e-18)
287.508        	p              	-8.86643747e-01	(2.06331657e+00 2.44486796e-01 0.00000000e+00)	5.55258306e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
287.508        	U              	(2.24499104e-01 -8.54747301e-01 -6.67515113e-19)	(2.92862647e+00 -1.15329165e-01 0.00000000e+00)	(1.49376273e+00 1.66935928e-01 5.42181891e-19)	(1.66357433e-01 1.40459629e+00 -7.82047486e-18)
