# Field minima and maxima
# Time         	field          	min            	location(min)  	max            	location(max)  
2.47119975e+00	U              	(4.41058050e-01 -6.22915943e-01 -5.90917514e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.52411368e+00 1.03386459e-01 6.41537140e-19)	(1.66357433e-01 1.40459629e+00 -7.82047486e-18)
2.52671824e+00	p              	-8.58837910e-01	(-1.21582612e-01 -1.02709282e+00 0.00000000e+00)	5.81990720e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
2.52671824e+00	U              	(4.40473415e-01 -6.22208624e-01 -5.90048970e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.52098289e+00 1.07312021e-01 6.33395546e-19)	(1.66357433e-01 1.40459629e+00 -7.82047486e-18)
2.58229490e+00	p              	-8.52163513e-01	(-1.21582612e-01 -1.02709282e+00 0.00000000e+00)	5.81924737e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
2.58229490e+00	U              	(4.26098383e-01 -4.97851592e-01 -4.94493556e-19)	(1.66485474e+00 6.14253693e-01 0.00000000e+00)	(1.51785327e+00 1.11155182e-01 6.25623314e-19)	(1.66357433e-01 1.40459629e+00 -7.82047486e-18)
2.63793464e+00	p              	-8.45673790e-01	(-1.21582612e-01 -1.02709282e+00 0.00000000e+00)	5.81811006e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
2.63793464e+00	U              	(4.39318479e-01 -6.20809400e-01 -5.88466293e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.51484307e+00 1.14923127e-01 6.18325550e-19)	(1.66357433e-01 1.40459629e+00 -7.82047486e-18)
2.69364349e+00	p              	-8.39430672e-01	(-1.21582612e-01 -1.02709282e+00 0.00000000e+00)	5.81627478e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
2.69364349e+00	U              	(4.38749025e-01 -6.20118550e-01 -5.87757523e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.51198197e+00 1.18618011e-01 6.11664364e-19)	(1.66357433e-01 1.40459629e+00 -7.82047486e-18)
2.74942859e+00	p              	-8.33273669e-01	(-1.21582612e-01 -1.02709282e+00 0.00000000e+00)	5.81496396e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
2.74942859e+00	U              	(4.38184329e-01 -6.19433139e-01 -5.87086790e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.50903494e+00 1.22242215e-01 6.04364559e-19)	(1.66357433e-01 1.40459629e+00 -7.82047486e-18)
2.80529450e+00	p              	-8.27352786e-01	(-1.21582612e-01 -1.02709282e+00 0.00000000e+00)	5.81296396e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
2.80529450e+00	U              	(4.37624819e-01 -6.18753658e-01 -5.86471146e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.50598949e+00 1.25771974e-01 5.97322905e-19)	(1.66357433e-01 1.40459629e+00 -7.82047486e-18)
2.86124407e+00	p              	-8.21391604e-01	(-1.21582612e-01 -1.02709282e+00 0.00000000e+00)	5.81198119e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
2.86124407e+00	U              	(4.37069990e-01 -6.18079634e-01 -5.85871896e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.50288146e+00 1.29175104e-01 5.90402885e-19)	(1.66357433e-01 1.40459629e+00 -7.82047486e-18)
2.91727987e+00	p              	-8.15785246e-01	(-1.21582612e-01 -1.02709282e+00 0.00000000e+00)	5.80956409e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
2.91727987e+00	U              	(4.36520599e-01 -6.17411735e-01 -5.85315277e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.49975199e+00 1.32447312e-01 5.83470288e-19)	(1.66357433e-01 1.40459629e+00 -7.82047486e-18)
2.97340555e+00	p              	-8.10379884e-01	(-1.21582612e-01 -1.02709282e+00 0.00000000e+00)	5.80658967e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
2.97340555e+00	U              	(4.32768257e-01 -5.22057653e-01 -4.21085291e-19)	(2.00184936e+00 5.64790422e-01 0.00000000e+00)	(1.49662339e+00 1.35591628e-01 5.76595961e-19)	(1.66357433e-01 1.40459629e+00 -7.82047486e-18)
3.02962483e+00	p              	-8.04962446e-01	(-1.21582612e-01 -1.02709282e+00 0.00000000e+00)	5.80427533e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
3.02962483e+00	U              	(4.19624181e-01 -5.23708857e-01 -4.40958445e-19)	(2.00184936e+00 5.64790422e-01 0.00000000e+00)	(1.49350213e+00 1.38608764e-01 5.69906841e-19)	(1.66357433e-01 1.40459629e+00 -7.82047486e-18)
3.08594126e+00	p              	-7.99663562e-01	(-1.21582612e-01 -1.02709282e+00 0.00000000e+00)	5.80144072e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
3.08594126e+00	U              	(4.06259153e-01 -5.24430191e-01 -4.60517189e-19)	(2.00184936e+00 5.64790422e-01 0.00000000e+00)	(1.49039837e+00 1.41502619e-01 5.63672625e-19)	(1.66357433e-01 1.40459629e+00 -7.82047486e-18)
3.14235854e+00	p              	-7.94564278e-01	(-1.21582612e-01 -1.02709282e+00 0.00000000e+00)	5.79812026e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
3.14235854e+00	U              	(3.92657755e-01 -5.24302047e-01 -4.80855617e-19)	(2.00184936e+00 5.64790422e-01 0.00000000e+00)	(1.48732221e+00 1.44291531e-01 5.57777140e-19)	(1.66357433e-01 1.40459629e+00 -7.82047486e-18)
3.19888053e+00	p              	-7.89635432e-01	(-1.21582612e-01 -1.02709282e+00 0.00000000e+00)	5.79453136e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
3.19888053e+00	U              	(3.78938651e-01 -5.23276144e-01 -4.98561608e-19)	(2.00184936e+00 5.64790422e-01 0.00000000e+00)	(1.48428572e+00 1.47008875e-01 5.52143936e-19)	(1.66357433e-01 1.40459629e+00 -7.82047486e-18)
3.25550991e+00	p              	-7.84734369e-01	(-1.21582612e-01 -1.02709282e+00 0.00000000e+00)	5.79140914e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
3.25550991e+00	U              	(4.33352855e-01 -6.13549224e-01 -5.82740685e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.48132397e+00 1.49697658e-01 5.46463335e-19)	(1.66357433e-01 1.40459629e+00 -7.82047486e-18)
3.31219782e+00	p              	-7.79953208e-01	(-1.21582612e-01 -1.02709282e+00 0.00000000e+00)	5.78821416e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
3.31219782e+00	U              	(4.32846971e-01 -6.12930962e-01 -5.82150373e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.47843400e+00 1.52367030e-01 5.40848727e-19)	(1.66357433e-01 1.40459629e+00 -7.82047486e-18)
3.36894819e+00	p              	-7.75351637e-01	(-1.21582612e-01 -1.02709282e+00 0.00000000e+00)	5.78459833e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
3.36894819e+00	U              	(4.32347964e-01 -6.12320527e-01 -5.81549911e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.47559542e+00 1.55011073e-01 5.35557476e-19)	(1.66357433e-01 1.40459629e+00 -7.82047486e-18)
3.42576400e+00	p              	-7.70863448e-01	(-1.21582612e-01 -1.02709282e+00 0.00000000e+00)	5.78080370e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
3.42576400e+00	U              	(4.31855690e-01 -6.11717831e-01 -5.80979308e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.47279357e+00 1.57618720e-01 5.30525678e-19)	(1.66357433e-01 1.40459629e+00 -7.82047486e-18)
3.48264734e+00	p              	-7.66613473e-01	(-1.21582612e-01 -1.02709282e+00 0.00000000e+00)	5.77609020e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
3.48264734e+00	U              	(4.31370428e-01 -6.11123232e-01 -5.80443685e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.47002330e+00 1.60176907e-01 5.25612570e-19)	(1.66357433e-01 1.40459629e+00 -7.82047486e-18)
3.53959985e+00	p              	-7.62330232e-01	(-1.21582612e-01 -1.02709282e+00 0.00000000e+00)	5.77225006e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
3.53959985e+00	U              	(4.30891747e-01 -6.10536297e-01 -5.79922742e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.46727967e+00 1.62676045e-01 5.20780303e-19)	(1.66357433e-01 1.40459629e+00 -7.82047486e-18)
3.59662301e+00	p              	-7.58231005e-01	(-1.21582612e-01 -1.02709282e+00 0.00000000e+00)	5.76792308e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
3.59662301e+00	U              	(4.30420180e-01 -6.09957281e-01 -5.79438738e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.46456216e+00 1.65106888e-01 5.16085104e-19)	(1.66357433e-01 1.40459629e+00 -7.82047486e-18)
3.65371846e+00	p              	-7.54160044e-01	(-1.21582612e-01 -1.02709282e+00 0.00000000e+00)	5.76398144e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
3.65371846e+00	U              	(4.29955655e-01 -6.09385867e-01 -5.78973636e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.46187243e+00 1.67475949e-01 5.11091166e-19)	(1.66357433e-01 1.40459629e+00 -7.82047486e-18)
3.71088863e+00	p              	-7.50188060e-01	(-1.21582612e-01 -1.02709282e+00 0.00000000e+00)	5.75998979e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
3.71088863e+00	U              	(4.29497975e-01 -6.08821747e-01 -5.78531696e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.45922856e+00 1.69792205e-01 5.05232408e-19)	(1.66357433e-01 1.40459629e+00 -7.82047486e-18)
3.76813584e+00	p              	-7.46269284e-01	(-1.21582612e-01 -1.02709282e+00 0.00000000e+00)	5.75622888e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
3.76813584e+00	U              	(4.62736566e-01 -5.50103324e-01 -5.82244837e-19)	(2.21670479e+00 6.25428510e-01 1.61552609e-17)	(1.45661763e+00 1.72020897e-01 5.00176859e-19)	(1.66357433e-01 1.40459629e+00 -7.82047486e-18)
3.82546135e+00	p              	-7.42490445e-01	(-1.21582612e-01 -1.02709282e+00 0.00000000e+00)	5.75198820e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
3.82546135e+00	U              	(4.52093650e-01 -5.48919618e-01 -6.01875649e-19)	(2.21670479e+00 6.25428510e-01 1.61552609e-17)	(1.45402515e+00 1.74149050e-01 4.95520143e-19)	(1.66357433e-01 1.40459629e+00 -7.82047486e-18)
3.88286622e+00	p              	-7.38813957e-01	(-1.21582612e-01 -1.02709282e+00 0.00000000e+00)	5.74769949e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
3.88286622e+00	U              	(4.41370507e-01 -5.47145398e-01 -6.19462033e-19)	(2.21670479e+00 6.25428510e-01 1.61552609e-17)	(1.45144150e+00 1.76191749e-01 4.90935741e-19)	(1.66357433e-01 1.40459629e+00 -7.82047486e-18)
3.94035219e+00	p              	-7.35168918e-01	(-1.21582612e-01 -1.02709282e+00 0.00000000e+00)	5.74360224e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
3.94035219e+00	U              	(4.30607416e-01 -5.44465651e-01 -6.35108849e-19)	(2.21670479e+00 6.25428510e-01 1.61552609e-17)	(1.44886364e+00 1.78170789e-01 4.86421241e-19)	(1.66357433e-01 1.40459629e+00 -7.82047486e-18)
3.99792141e+00	p              	-7.31693980e-01	(1.66485474e+00 -6.14253693e-01 0.00000000e+00)	5.73931912e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
3.99792141e+00	U              	(4.19763989e-01 -5.40426611e-01 -6.50686436e-19)	(2.21670479e+00 6.25428510e-01 1.61552609e-17)	(1.44629358e+00 1.80101679e-01 4.82003671e-19)	(1.66357433e-01 1.40459629e+00 -7.82047486e-18)
4.05557609e+00	p              	-7.34986758e-01	(1.66485474e+00 -6.14253693e-01 0.00000000e+00)	5.73484745e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
4.05557609e+00	U              	(8.52881193e-01 -5.36631287e-01 -6.11805030e-19)	(2.50577423e+00 9.24548733e-01 0.00000000e+00)	(1.44373437e+00 1.81991417e-01 4.77694044e-19)	(1.66357433e-01 1.40459629e+00 -7.82047486e-18)
4.11331823e+00	p              	-7.36054849e-01	(1.66485474e+00 -6.14253693e-01 0.00000000e+00)	5.73113704e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
4.11331823e+00	U              	(8.54192462e-01 -5.43011995e-01 -6.43478766e-19)	(2.50577423e+00 9.24548733e-01 0.00000000e+00)	(1.44118930e+00 1.83841258e-01 4.73477758e-19)	(1.66357433e-01 1.40459629e+00 -7.82047486e-18)
4.17114950e+00	p              	-7.37859485e-01	(1.66485474e+00 -6.14253693e-01 0.00000000e+00)	5.72720395e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
4.17114950e+00	U              	(4.26051664e-01 -6.04555213e-01 -5.75754833e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.43865991e+00 1.85650401e-01 4.69348574e-19)	(1.66357433e-01 1.40459629e+00 -7.82047486e-18)
4.22907186e+00	p              	-7.39361679e-01	(1.66485474e+00 -6.14253693e-01 0.00000000e+00)	5.72342511e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
4.22907186e+00	U              	(4.25645350e-01 -6.04050745e-01 -5.75498353e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.43614691e+00 1.87417314e-01 4.65291946e-19)	(1.66357433e-01 1.40459629e+00 -7.82047486e-18)
4.28708718e+00	p              	-7.39773323e-01	(1.66485474e+00 -6.14253693e-01 0.00000000e+00)	5.71974588e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
4.28708718e+00	U              	(4.25243931e-01 -6.03552066e-01 -5.75260922e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.43365086e+00 1.89134447e-01 4.61647262e-19)	(1.66357433e-01 1.40459629e+00 -7.82047486e-18)
4.34519676e+00	p              	-7.39885215e-01	(1.66485474e+00 -6.14253693e-01 0.00000000e+00)	5.71483074e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
4.34519676e+00	U              	(4.24847700e-01 -6.03059507e-01 -5.75048931e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.43117152e+00 1.90798814e-01 4.58273022e-19)	(1.66357433e-01 1.40459629e+00 -7.82047486e-18)
4.40340149e+00	p              	-7.40065321e-01	(1.75704649e+00 -6.48271990e-01 3.10425643e-17)	5.71095363e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
4.40340149e+00	U              	(4.24456334e-01 -6.02572722e-01 -5.74843050e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.42877347e+00 1.92422773e-01 4.55135303e-19)	(1.66357433e-01 1.40459629e+00 -7.82047486e-18)
4.46170222e+00	p              	-7.41515515e-01	(1.75704649e+00 -6.48271990e-01 3.10425643e-17)	5.70709981e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
4.46170222e+00	U              	(4.24069638e-01 -6.02091485e-01 -5.74649605e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.42652671e+00 1.94033072e-01 4.52247182e-19)	(1.66357433e-01 1.40459629e+00 -7.82047486e-18)
4.52010040e+00	p              	-7.42002852e-01	(1.75704649e+00 -6.48271990e-01 3.10425643e-17)	5.70418035e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
4.52010040e+00	U              	(4.23687118e-01 -6.01615231e-01 -5.74463209e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.42435106e+00 1.95634213e-01 4.49257203e-19)	(1.66357433e-01 1.40459629e+00 -7.82047486e-18)
4.57858118e+00	p              	-7.42378549e-01	(1.75704649e+00 -6.48271990e-01 3.10425643e-17)	5.70022708e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
4.57858118e+00	U              	(4.23309078e-01 -6.01144248e-01 -5.74218519e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.42219889e+00 1.97213667e-01 4.46203802e-19)	(1.66357433e-01 1.40459629e+00 -7.82047486e-18)
4.63711183e+00	p              	-7.41457151e-01	(1.75704649e+00 -6.48271990e-01 3.10425643e-17)	5.69793705e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
4.63711183e+00	U              	(4.22935270e-01 -6.00678169e-01 -5.73791203e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.42005460e+00 1.98760186e-01 4.43044768e-19)	(1.66357433e-01 1.40459629e+00 -7.82047486e-18)
4.69569211e+00	p              	-7.41893017e-01	(1.75704649e+00 -6.48271990e-01 3.10425643e-17)	5.69340649e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
4.69569211e+00	U              	(8.57035752e-01 -5.66992442e-01 -9.25894995e-19)	(2.50577423e+00 9.24548733e-01 0.00000000e+00)	(1.41792325e+00 2.00265685e-01 4.39932550e-19)	(1.66357433e-01 1.40459629e+00 -7.82047486e-18)
4.75432216e+00	p              	-7.41418442e-01	(1.75704649e+00 -6.48271990e-01 3.10425643e-17)	5.68988361e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
4.75432216e+00	U              	(4.22201474e-01 -5.99762087e-01 -5.72913965e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.41580942e+00 2.01730501e-01 4.37028850e-19)	(1.66357433e-01 1.40459629e+00 -7.82047486e-18)
4.81300242e+00	p              	-7.40418384e-01	(1.75704649e+00 -6.48271990e-01 3.10425643e-17)	5.68636129e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
4.81300242e+00	U              	(4.21841206e-01 -5.99311845e-01 -5.72489537e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.41371264e+00 2.03164024e-01 4.34292948e-19)	(1.66357433e-01 1.40459629e+00 -7.82047486e-18)
4.87173353e+00	p              	-7.39507000e-01	(1.75704649e+00 -6.48271990e-01 3.10425643e-17)	5.68302873e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
4.87173353e+00	U              	(4.21485155e-01 -5.98866627e-01 -5.72074012e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.41163149e+00 2.04576121e-01 4.31615443e-19)	(1.66357433e-01 1.40459629e+00 -7.82047486e-18)
4.93051611e+00	p              	-7.38398297e-01	(1.75704649e+00 -6.48271990e-01 3.10425643e-17)	5.67980388e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
4.93051611e+00	U              	(4.21133099e-01 -5.98426201e-01 -5.71667289e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.40956661e+00 2.05968080e-01 4.29026150e-19)	(1.66357433e-01 1.40459629e+00 -7.82047486e-18)
4.98935060e+00	p              	-7.36997653e-01	(1.75704649e+00 -6.48271990e-01 3.10425643e-17)	5.67656587e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
4.98935060e+00	U              	(5.60708371e-01 -5.37281486e-01 -5.74575762e-19)	(2.56986263e+00 7.25099359e-01 -1.14620501e-17)	(1.40752140e+00 2.07333382e-01 4.26508327e-19)	(1.66357433e-01 1.40459629e+00 -7.82047486e-18)
5.04823735e+00	p              	-7.35479866e-01	(1.75704649e+00 -6.48271990e-01 3.10425643e-17)	5.67391890e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
5.04823735e+00	U              	(5.54185271e-01 -5.32485626e-01 -5.79677393e-19)	(2.56986263e+00 7.25099359e-01 -1.14620501e-17)	(1.40549857e+00 2.08665979e-01 4.24001791e-19)	(1.66357433e-01 1.40459629e+00 -7.82047486e-18)
5.10717667e+00	p              	-7.33906629e-01	(1.75704649e+00 -6.48271990e-01 3.10425643e-17)	5.67110529e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
5.10717667e+00	U              	(5.47623504e-01 -5.27121561e-01 -5.83600964e-19)	(2.56986263e+00 7.25099359e-01 -1.14620501e-17)	(1.40350092e+00 2.09961937e-01 4.21562409e-19)	(1.66357433e-01 1.40459629e+00 -7.82047486e-18)
5.16616889e+00	p              	-7.33370361e-01	(1.85266387e+00 -6.83554329e-01 -3.75066149e-17)	5.66806871e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
5.16616889e+00	U              	(5.40943371e-01 -5.21144180e-01 -5.86609623e-19)	(2.56986263e+00 7.25099359e-01 -1.14620501e-17)	(1.40152945e+00 2.11223533e-01 4.19187890e-19)	(1.66357433e-01 1.40459629e+00 -7.82047486e-18)
5.22521440e+00	p              	-7.32722627e-01	(1.85266387e+00 -6.83554329e-01 -3.75066149e-17)	5.66522007e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
5.22521440e+00	U              	(5.34104398e-01 -5.14422160e-01 -5.88487203e-19)	(2.56986263e+00 7.25099359e-01 -1.14620501e-17)	(1.39958202e+00 2.12458393e-01 4.16866861e-19)	(1.66357433e-01 1.40459629e+00 -7.82047486e-18)
5.28431354e+00	p              	-7.31318500e-01	(1.85266387e+00 -6.83554329e-01 -3.75066149e-17)	5.66258974e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
5.28431354e+00	U              	(5.27097128e-01 -5.06763897e-01 -5.89395042e-19)	(2.56986263e+00 7.25099359e-01 -1.14620501e-17)	(1.39765580e+00 2.13677149e-01 4.14416708e-19)	(1.66357433e-01 1.40459629e+00 -7.82047486e-18)
5.34346658e+00	p              	-7.30244269e-01	(1.85266387e+00 -6.83554329e-01 -3.75066149e-17)	5.65997333e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
5.34346658e+00	U              	(5.20003246e-01 -4.98158685e-01 -5.88099353e-19)	(2.56986263e+00 7.25099359e-01 -1.14620501e-17)	(1.39575463e+00 2.14882649e-01 4.11778869e-19)	(1.66357433e-01 1.40459629e+00 -7.82047486e-18)
5.40267302e+00	p              	-7.28831400e-01	(1.85266387e+00 -6.83554329e-01 -3.75066149e-17)	5.65842491e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
5.40267302e+00	U              	(5.12870579e-01 -4.88795723e-01 -5.85088126e-19)	(2.56986263e+00 7.25099359e-01 -1.14620501e-17)	(1.39387233e+00 2.16076033e-01 4.09212332e-19)	(1.66357433e-01 1.40459629e+00 -7.82047486e-18)
5.46193217e+00	p              	-7.28415037e-01	(1.85266387e+00 -6.83554329e-01 -3.75066149e-17)	5.65376740e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
5.46193217e+00	U              	(5.05691570e-01 -4.78964962e-01 -5.81900584e-19)	(2.56986263e+00 7.25099359e-01 -1.14620501e-17)	(1.39201051e+00 2.17252277e-01 4.06733754e-19)	(1.66357433e-01 1.40459629e+00 -7.82047486e-18)
5.52124344e+00	p              	-7.27554618e-01	(1.85266387e+00 -6.83554329e-01 -3.75066149e-17)	5.65031703e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
5.52124344e+00	U              	(4.98490611e-01 -4.68846469e-01 -5.77187688e-19)	(2.56986263e+00 7.25099359e-01 -1.14620501e-17)	(1.39016850e+00 2.18407605e-01 4.04286180e-19)	(1.66357433e-01 1.40459629e+00 -7.82047486e-18)
5.58060647e+00	p              	-7.26126724e-01	(1.85266387e+00 -6.83554329e-01 -3.75066149e-17)	5.64825261e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
5.58060647e+00	U              	(4.91339341e-01 -4.58497864e-01 -5.69762784e-19)	(2.56986263e+00 7.25099359e-01 -1.14620501e-17)	(1.38834723e+00 2.19539504e-01 4.01842647e-19)	(1.66357433e-01 1.40459629e+00 -7.82047486e-18)
5.64002169e+00	p              	-7.24943552e-01	(1.85266387e+00 -6.83554329e-01 -3.75066149e-17)	5.64574427e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
5.64002169e+00	U              	(4.17181313e-01 -5.93468562e-01 -5.67357122e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.38654292e+00 2.20648453e-01 3.99428444e-19)	(1.66357433e-01 1.40459629e+00 -7.82047486e-18)
5.69948984e+00	p              	-7.24029213e-01	(1.90015959e+00 -5.36090753e-01 -2.85314052e-17)	5.64310376e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
5.69948984e+00	U              	(4.16872983e-01 -5.93080639e-01 -5.67036392e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.38475146e+00 2.21735884e-01 3.97055180e-19)	(1.66357433e-01 1.40459629e+00 -7.82047486e-18)
