# Forces       
# CofR         : (0.00000000e+00 0.00000000e+00 0.00000000e+00)
# Time         forces(pressure viscous porous)	moments(pressure viscous porous)
3.62266        	((1.14501208e+00 1.29500603e-05 -3.54056253e-19) (2.34138766e-01 -7.10556141e-07 1.24987217e-20) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.17524460e-20 1.85565086e-19 7.49510241e-12) (-2.04314079e-18 8.37263826e-21 -1.13388128e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
3.67894        	((1.14298988e+00 1.75865844e-05 -3.52292852e-19) (2.33452580e-01 -5.74619290e-07 1.21659083e-20) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.18068841e-20 1.85227297e-19 8.73447018e-12) (-2.01799617e-18 8.11643031e-21 -3.45242807e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
3.73542        	((1.14075927e+00 1.87407540e-05 -3.50422324e-19) (2.32777329e-01 -4.17144499e-07 1.20238647e-20) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.18663927e-20 1.84851937e-19 1.00281645e-11) (-1.99345244e-18 7.96932581e-21 -6.39695726e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
3.79189        	((1.13808992e+00 2.40847349e-05 -3.48479754e-19) (2.32113649e-01 -2.86963007e-07 1.21662213e-20) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.19270970e-20 1.84401845e-19 9.58575146e-12) (-1.96999409e-18 8.02000834e-21 -9.56134880e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
3.84837        	((1.13535807e+00 2.39767754e-05 -3.46672354e-19) (2.31461778e-01 -1.05868400e-07 1.22517912e-20) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.19853693e-20 1.83934062e-19 8.55661050e-12) (-1.94799656e-18 8.06394169e-21 -1.19627739e-06) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
3.90504        	((1.13229008e+00 2.13634339e-05 -3.44758193e-19) (2.30812696e-01 5.30457202e-08 1.22660187e-20) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.20422745e-20 1.83420125e-19 6.34169215e-12) (-1.92368606e-18 8.10475908e-21 -1.27678904e-06) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
3.96171        	((1.12778652e+00 1.66309138e-05 -3.42624289e-19) (2.30156945e-01 1.95015159e-07 1.21576044e-20) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.20822575e-20 1.82682671e-19 2.05451520e-12) (-1.89692727e-18 8.11376815e-21 -1.07765720e-06) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4.01858        	((1.12497827e+00 1.05579844e-05 -3.40827594e-19) (2.29502781e-01 3.18758938e-07 1.17301314e-20) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.21339257e-20 1.82201401e-19 -2.78854067e-12) (-1.86885809e-18 7.92969406e-21 -6.27131485e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4.07546        	((1.12193268e+00 8.41423013e-06 -3.39087912e-19) (2.28859500e-01 4.40743086e-07 1.09874451e-20) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.21938944e-20 1.81669556e-19 -6.31598658e-12) (-1.85258555e-18 7.51466401e-21 -5.69525373e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4.13233        	((1.11894115e+00 9.66770242e-06 -3.37269889e-19) (2.28229444e-01 5.74687727e-07 1.01615347e-20) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.22532204e-20 1.81147284e-19 -6.74658506e-12) (-1.83517005e-18 6.97349057e-21 4.26136823e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4.18941        	((1.11608463e+00 8.04049010e-06 -3.35476464e-19) (2.27611700e-01 6.44213755e-07 9.85924174e-21) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.23092486e-20 1.80647535e-19 -5.67304233e-12) (-1.81484189e-18 6.71832354e-21 7.56694226e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4.24649        	((1.11206311e+00 9.43440312e-06 -3.33628392e-19) (2.26995913e-01 6.63375167e-07 1.01447456e-20) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.23483934e-20 1.79961958e-19 -4.33428207e-12) (-1.79429543e-18 6.82439390e-21 9.16266037e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4.30377        	((1.10805694e+00 1.01104839e-05 -3.31745618e-19) (2.26371107e-01 6.71015205e-07 1.07229628e-20) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.23847770e-20 1.79278766e-19 -2.56732027e-12) (-1.77491132e-18 7.12685119e-21 9.72416736e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4.36106        	((1.10429318e+00 1.08563631e-05 -3.29931975e-19) (2.25742142e-01 6.87933318e-07 1.12726067e-20) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.24176043e-20 1.78635116e-19 -1.16778614e-12) (-1.75501468e-18 7.43147828e-21 9.64377884e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4.41834        	((1.10087568e+00 1.13352987e-05 -3.28128058e-19) (2.25113582e-01 7.17321603e-07 1.16227982e-20) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.24452767e-20 1.78038776e-19 -5.80861531e-13) (-1.73478870e-18 7.62609550e-21 9.15694796e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4.47584        	((1.09765065e+00 1.28223141e-05 -3.26444286e-19) (2.24486095e-01 7.70152059e-07 1.17465041e-20) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.24705011e-20 1.77477169e-19 -4.49339567e-13) (-1.71443404e-18 7.68937603e-21 8.49773772e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4.53334        	((1.09378555e+00 1.29736430e-05 -3.24474963e-19) (2.23860914e-01 8.34926702e-07 1.16766228e-20) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.24933465e-20 1.76813233e-19 -7.67187962e-13) (-1.69450935e-18 7.63423806e-21 7.80479748e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4.59083        	((1.08975687e+00 1.29049839e-05 -3.22715307e-19) (2.23237594e-01 9.00478197e-07 1.10277843e-20) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.25065535e-20 1.76120416e-19 -1.13695251e-12) (-1.68833936e-18 7.22753650e-21 7.11262862e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4.64855        	((1.08605300e+00 1.30264148e-05 -3.20939169e-19) (2.22615427e-01 9.58417584e-07 1.10034093e-20) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.25214950e-20 1.75482444e-19 -1.82773881e-12) (-1.68406446e-18 7.20571643e-21 6.44339519e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4.70626        	((1.08262995e+00 1.28207193e-05 -3.19212063e-19) (2.22000947e-01 1.01458922e-06 1.09506795e-20) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.25407154e-20 1.74889040e-19 -2.19735059e-12) (-1.67935750e-18 7.16460295e-21 5.80084887e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4.76397        	((1.07936905e+00 1.56073601e-05 -3.17498880e-19) (2.21395667e-01 1.08397233e-06 1.08767345e-20) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.25559229e-20 1.74318626e-19 -2.93700795e-12) (-1.67453494e-18 7.10731880e-21 5.16919339e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4.8219         	((1.07627710e+00 1.70463421e-05 -3.15872464e-19) (2.20794410e-01 1.17519973e-06 1.07898093e-20) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.25644348e-20 1.73771942e-19 -3.50014744e-12) (-1.66997056e-18 7.04127795e-21 4.63432939e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4.87983        	((1.07244566e+00 1.47758690e-05 -3.13925545e-19) (2.20191916e-01 1.24141231e-06 1.06984503e-20) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.25670689e-20 1.73112378e-19 -3.41423417e-12) (-1.66581392e-18 6.97526771e-21 4.14076066e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4.93777        	((1.06935679e+00 1.36262251e-05 -3.12445656e-19) (2.19592971e-01 1.28385841e-06 1.06095063e-20) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.25704365e-20 1.72569692e-19 -3.36694138e-12) (-1.66171898e-18 6.91307060e-21 3.69375036e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4.99592        	((1.06617370e+00 1.26679339e-05 -3.10845734e-19) (2.18996197e-01 1.29152666e-06 1.05259424e-20) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.25735489e-20 1.72017134e-19 -3.39683641e-12) (-1.65749201e-18 6.85498160e-21 3.17321522e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
5.05408        	((1.06316891e+00 1.56661089e-05 -3.09250291e-19) (2.18407407e-01 1.30444326e-06 1.04499672e-20) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.25776962e-20 1.71493912e-19 -3.54356778e-12) (-1.65323984e-18 6.80101833e-21 2.68426019e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
5.11223        	((1.06035141e+00 1.66103672e-05 -3.07670190e-19) (2.17827356e-01 1.32380407e-06 1.03831298e-20) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.25823692e-20 1.71000765e-19 -3.56274710e-12) (-1.64903591e-18 6.74721639e-21 2.25028527e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
5.17039        	((1.05743471e+00 1.61886188e-05 -3.06115361e-19) (2.17255642e-01 1.33875993e-06 1.03199473e-20) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.25835122e-20 1.70495064e-19 -3.54733972e-12) (-1.64485133e-18 6.69595762e-21 1.84911191e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
5.22877        	((1.05428360e+00 1.58680200e-05 -3.04589918e-19) (2.16686831e-01 1.35032548e-06 1.02566947e-20) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.25785812e-20 1.69953253e-19 -3.41143628e-12) (-1.64050864e-18 6.64685951e-21 1.46035044e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
5.28716        	((1.05125224e+00 1.76018799e-05 -3.02974873e-19) (2.16122763e-01 1.37627510e-06 1.01949039e-20) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.25755101e-20 1.69433313e-19 -3.64335558e-12) (-1.63688112e-18 6.59866589e-21 1.07682961e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
5.34554        	((1.04887469e+00 1.69194344e-05 -3.01664371e-19) (2.15568187e-01 1.40548251e-06 1.01311469e-20) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.25734036e-20 1.69016735e-19 -3.58145198e-12) (-1.63404350e-18 6.55186900e-21 7.21974563e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
5.40392        	((1.04631449e+00 1.70081599e-05 -3.00221157e-19) (2.15023015e-01 1.43371336e-06 1.00670560e-20) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.25696444e-20 1.68574013e-19 -3.64918219e-12) (-1.63127614e-18 6.50577811e-21 3.78032690e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
5.46254        	((1.04390739e+00 1.87378127e-05 -2.98823354e-19) (2.14484984e-01 1.47451364e-06 1.00040337e-20) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.25672482e-20 1.68155422e-19 -3.89395569e-12) (-1.62855768e-18 6.46038360e-21 4.28130567e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
5.52116        	((1.04164974e+00 1.63212074e-05 -2.97455369e-19) (2.13957509e-01 1.49614840e-06 9.94178615e-21) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.25629408e-20 1.67762431e-19 -3.75921321e-12) (-1.62599958e-18 6.41679004e-21 -2.91554870e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
5.57978        	((1.03940739e+00 1.57988496e-05 -2.96104406e-19) (2.13440336e-01 1.50324241e-06 9.87967618e-21) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.25552078e-20 1.67376069e-19 -3.87471088e-12) (-1.62359511e-18 6.37384332e-21 -6.37630397e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
5.6384         	((1.03713529e+00 1.52744032e-05 -2.94735908e-19) (2.12932433e-01 1.49926386e-06 9.81973069e-21) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.25481869e-20 1.66985450e-19 -3.92085865e-12) (-1.62133782e-18 6.32963820e-21 -9.74681202e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
5.69702        	((1.03472513e+00 1.58236143e-05 -2.93286693e-19) (2.12438369e-01 1.49656456e-06 9.76490589e-21) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.25401715e-20 1.66575225e-19 -4.16307830e-12) (-1.61922925e-18 6.28303323e-21 -1.19559209e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
5.75588        	((1.03220851e+00 1.64686960e-05 -2.91775036e-19) (2.11946632e-01 1.49652676e-06 9.71039038e-21) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.25330773e-20 1.66149178e-19 -4.34942501e-12) (-1.61707606e-18 6.23576964e-21 -1.48423673e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
5.81474        	((1.03073900e+00 1.87490586e-05 -2.90831764e-19) (2.11465157e-01 1.51249663e-06 9.65804567e-21) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.25299196e-20 1.65888330e-19 -4.56663342e-12) (-1.61490408e-18 6.18847023e-21 -1.82511515e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
5.8736         	((1.02856303e+00 1.92861502e-05 -2.89493198e-19) (2.10988788e-01 1.53629829e-06 9.61082049e-21) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.25229684e-20 1.65520470e-19 -4.72569369e-12) (-1.61291013e-18 6.13915974e-21 -2.04502027e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
5.93246        	((1.02639929e+00 1.83666250e-05 -2.88161160e-19) (2.10519838e-01 1.55694874e-06 9.56040329e-21) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.25144645e-20 1.65154153e-19 -4.73046363e-12) (-1.61150363e-18 6.09273567e-21 -2.24164795e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
5.99132        	((1.02420266e+00 1.90105203e-05 -2.86809309e-19) (2.10057196e-01 1.57916683e-06 9.51006966e-21) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.25055719e-20 1.64784371e-19 -4.71939675e-12) (-1.61026896e-18 6.04691046e-21 -2.42821322e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
6.05043        	((1.02218868e+00 1.64600473e-05 -2.85494245e-19) (2.09599209e-01 1.58145723e-06 9.45853162e-21) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.24974952e-20 1.64443386e-19 -4.51870540e-12) (-1.60918794e-18 6.00169949e-21 -2.62360340e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
6.10953        	((1.02024501e+00 1.75817073e-05 -2.84272806e-19) (2.09149003e-01 1.58539057e-06 9.40780356e-21) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.24875776e-20 1.64116945e-19 -4.82253083e-12) (-1.60833015e-18 5.95709740e-21 -2.82395339e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
6.16864        	((1.01785632e+00 2.32859583e-05 -2.82887485e-19) (2.08703026e-01 1.63027298e-06 9.35851694e-21) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.24768126e-20 1.63719202e-19 -5.39583742e-12) (-1.60751215e-18 5.91204675e-21 -3.01752352e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
6.22775        	((1.01532919e+00 2.55998958e-05 -2.81425092e-19) (2.08259178e-01 1.69722795e-06 9.30976197e-21) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.24645364e-20 1.63301121e-19 -5.72704406e-12) (-1.60663401e-18 5.86705267e-21 -3.22197168e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
6.28686        	((1.01319823e+00 2.33280361e-05 -2.80128430e-19) (2.07820918e-01 1.74747077e-06 9.26059727e-21) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.24515659e-20 1.62947287e-19 -5.59601183e-12) (-1.60572812e-18 5.82363940e-21 -3.43817383e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
6.34622        	((1.01078805e+00 2.12778296e-05 -2.78560873e-19) (2.07384167e-01 1.77316618e-06 9.21015728e-21) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.24402107e-20 1.62550737e-19 -5.43451433e-12) (-1.60478975e-18 5.78110445e-21 -3.66175319e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
6.40559        	((1.00973918e+00 1.85745538e-05 -2.77834188e-19) (2.06962066e-01 1.76625316e-06 9.16385130e-21) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.24311441e-20 1.62367705e-19 -5.21240559e-12) (-1.60391086e-18 5.74318162e-21 -3.87090345e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
6.46495        	((1.00732471e+00 1.76103401e-05 -2.76507226e-19) (2.06545436e-01 1.74454271e-06 9.11678217e-21) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.24167131e-20 1.61971557e-19 -5.15282456e-12) (-1.60298307e-18 5.70521581e-21 -4.06858838e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
6.52432        	((1.00594975e+00 1.99037361e-05 -2.75642099e-19) (2.06139697e-01 1.73762495e-06 9.06891871e-21) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.24069557e-20 1.61738711e-19 -5.33258138e-12) (-1.60201709e-18 5.66531587e-21 -4.24408390e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
6.58368        	((1.00414927e+00 1.85886571e-05 -2.74543006e-19) (2.05742111e-01 1.73438780e-06 9.02002773e-21) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.23953243e-20 1.61440409e-19 -5.41212745e-12) (-1.60104560e-18 5.62434928e-21 -4.48278115e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
6.64331        	((1.00254322e+00 2.28805866e-05 -2.73446002e-19) (2.05350539e-01 1.76461544e-06 8.97012948e-21) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.23871987e-20 1.61172120e-19 -5.71162486e-12) (-1.60006554e-18 5.58204167e-21 -4.77813187e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
6.70294        	((1.00110830e+00 2.45031318e-05 -2.72430014e-19) (2.04968343e-01 1.81981410e-06 8.91929636e-21) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.23783228e-20 1.60931881e-19 -5.89641042e-12) (-1.59919316e-18 5.54120098e-21 -4.99772043e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
6.76257        	((9.99821313e-01 2.14476342e-05 -2.71490963e-19) (2.04597092e-01 1.85529402e-06 8.86913612e-21) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.23684437e-20 1.60714928e-19 -5.84700279e-12) (-1.59837962e-18 5.50196145e-21 -5.15294859e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
6.82219        	((9.97976295e-01 2.05950996e-05 -2.70370682e-19) (2.04231656e-01 1.87513656e-06 8.81955019e-21) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.23563778e-20 1.60410938e-19 -5.88361190e-12) (-1.59757303e-18 5.46378143e-21 -5.25134180e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
6.88182        	((9.96249970e-01 2.05861806e-05 -2.69303478e-19) (2.03871315e-01 1.88815367e-06 8.77043262e-21) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.23447489e-20 1.60125616e-19 -5.87246246e-12) (-1.59675100e-18 5.42617931e-21 -5.30266711e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
6.94172        	((9.94605429e-01 1.95090478e-05 -2.68235164e-19) (2.03514181e-01 1.88951440e-06 8.72080130e-21) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.23340086e-20 1.59852157e-19 -5.80122511e-12) (-1.59584979e-18 5.38854244e-21 -5.32459928e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
7.00162        	((9.92609522e-01 1.94378916e-05 -2.66978548e-19) (2.03159765e-01 1.88575460e-06 8.67181284e-21) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.23217089e-20 1.59525392e-19 -5.78376404e-12) (-1.59497879e-18 5.35146189e-21 -5.32993903e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
7.06152        	((9.91221609e-01 2.12065794e-05 -2.66208645e-19) (2.02812618e-01 1.90619658e-06 8.62397678e-21) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.23099061e-20 1.59293285e-19 -6.13029435e-12) (-1.59410527e-18 5.31432239e-21 -5.34187489e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
7.12142        	((9.89433465e-01 2.46319591e-05 -2.65154454e-19) (2.02469738e-01 1.95164650e-06 8.57658171e-21) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.22966085e-20 1.58998788e-19 -6.36375918e-12) (-1.59324639e-18 5.27675670e-21 -5.47193067e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
7.18132        	((9.87387845e-01 3.13999002e-05 -2.63946081e-19) (2.02127060e-01 2.06003389e-06 8.53034148e-21) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.22827666e-20 1.58664456e-19 -7.03949816e-12) (-1.59237158e-18 5.23783573e-21 -5.57868600e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
7.24122        	((9.85902372e-01 3.16719604e-05 -2.63102913e-19) (2.01787417e-01 2.17795628e-06 8.48358968e-21) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.22685834e-20 1.58417513e-19 -7.18069235e-12) (-1.59145051e-18 5.19962373e-21 -5.69182177e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
7.30141        	((9.84118172e-01 3.08337743e-05 -2.62046365e-19) (2.01447098e-01 2.27552055e-06 8.43496628e-21) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.22535479e-20 1.58123073e-19 -7.09888431e-12) (-1.59040843e-18 5.16226714e-21 -5.83594439e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
7.36159        	((9.82306714e-01 2.51022913e-05 -2.61002330e-19) (2.01107789e-01 2.30362537e-06 8.38498978e-21) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.22377393e-20 1.57825380e-19 -6.66703118e-12) (-1.58935982e-18 5.12773187e-21 -6.03231389e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
7.42177        	((9.80505334e-01 2.22458142e-05 -2.59963633e-19) (2.00769517e-01 2.27903873e-06 8.33441953e-21) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.22220452e-20 1.57529439e-19 -6.31878133e-12) (-1.58827093e-18 5.09499910e-21 -6.27470600e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
7.48196        	((9.78723007e-01 2.19179930e-05 -2.58931762e-19) (2.00432424e-01 2.23328637e-06 8.28423292e-21) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.22069382e-20 1.57236410e-19 -6.23768447e-12) (-1.58710637e-18 5.06267016e-21 -6.52293571e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
7.54214        	((9.76957516e-01 2.38762518e-05 -2.57911699e-19) (2.00096932e-01 2.19988473e-06 8.23530800e-21) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.21923436e-20 1.56945979e-19 -6.34101704e-12) (-1.58585454e-18 5.02985227e-21 -6.76353103e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
7.60232        	((9.75207669e-01 2.56220417e-05 -2.56902248e-19) (1.99763387e-01 2.18552354e-06 8.18755058e-21) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.21780257e-20 1.56657953e-19 -6.33209533e-12) (-1.58452541e-18 4.99664643e-21 -6.99716889e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
7.6625         	((9.73474556e-01 2.61145822e-05 -2.55894045e-19) (1.99432064e-01 2.18010606e-06 8.14059175e-21) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.21638298e-20 1.56372545e-19 -6.34488723e-12) (-1.58313322e-18 4.96346276e-21 -7.22196340e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
7.72298        	((9.71541776e-01 2.48914012e-05 -2.54717792e-19) (1.99099413e-01 2.16619738e-06 8.09335598e-21) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.21497193e-20 1.56055088e-19 -6.47689123e-12) (-1.58161900e-18 4.93004948e-21 -7.42417608e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
7.78346        	((9.70422559e-01 2.43582055e-05 -2.54099424e-19) (1.98773492e-01 2.14518440e-06 8.04712027e-21) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.21375400e-20 1.55865268e-19 -6.46506362e-12) (-1.58009686e-18 4.89772975e-21 -7.60330762e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
7.84394        	((9.68916820e-01 2.43880437e-05 -2.53182550e-19) (1.98452908e-01 2.12391123e-06 8.00196158e-21) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.21251363e-20 1.55615127e-19 -6.53283767e-12) (-1.57856735e-18 4.86596098e-21 -7.75299652e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
