# Force coefficients
# liftDir      : (0.00000000e+00 1.00000000e+00 0.00000000e+00)
# dragDir      : (1.00000000e+00 0.00000000e+00 0.00000000e+00)
# pitchAxis    : (0.00000000e+00 0.00000000e+00 1.00000000e+00)
# magUInf      : 1.00000000e+00
# lRef         : 1.00000000e+00
# Aref         : 2.00000000e+00
# CofR         : (0.00000000e+00 0.00000000e+00 0.00000000e+00)
# Time         	Cm             	Cd             	Cl             	Cl(f)          	Cl(r)          
248            	-2.27534893e-09	1.62105936e+00	1.15559573e-08	3.50262975e-09	8.05332760e-09
249            	-2.22555906e-09	1.62104521e+00	1.12788505e-08	3.41386617e-09	7.86498430e-09
250            	-2.17686846e-09	1.62103143e+00	1.04572727e-08	3.05176788e-09	7.40550480e-09
251            	-2.12947831e-09	1.62101803e+00	9.86236895e-09	2.80170616e-09	7.06066278e-09
252            	-2.08275636e-09	1.62100499e+00	9.78175218e-09	2.80811973e-09	6.97363245e-09
253            	-2.03609693e-09	1.62099229e+00	9.91425727e-09	2.92103171e-09	6.99322556e-09
254            	-1.98948974e-09	1.62097994e+00	9.85519973e-09	2.93811013e-09	6.91708961e-09
255            	-1.94334912e-09	1.62096792e+00	9.51326923e-09	2.81328549e-09	6.69998373e-09
256            	-1.89800868e-09	1.62095622e+00	9.09101781e-09	2.64750022e-09	6.44351759e-09
257            	-1.85329709e-09	1.62094483e+00	8.71403483e-09	2.50372033e-09	6.21031451e-09
258            	-1.80890891e-09	1.62093375e+00	8.64586498e-09	2.51402358e-09	6.13184140e-09
259            	-1.76815379e-09	1.62092297e+00	4.87163763e-10	-1.52457191e-09	2.01173567e-09
260            	-1.73554802e-09	1.62091247e+00	2.09933161e-09	-6.85882218e-10	2.78521383e-09
261            	-1.69427491e-09	1.62090226e+00	8.58506438e-09	2.59825728e-09	5.98680710e-09
262            	-1.64477977e-09	1.62089231e+00	1.21453276e-08	4.42788402e-09	7.71744356e-09
263            	-1.59532106e-09	1.62088264e+00	1.02753007e-08	3.54232930e-09	6.73297143e-09
264            	-1.55210768e-09	1.62087323e+00	6.30408293e-09	1.59993378e-09	4.70414915e-09
265            	-1.51445016e-09	1.62086407e+00	4.36544009e-09	6.68269879e-10	3.69717021e-09
266            	-1.48300535e-09	1.62085515e+00	1.06455860e-08	3.83978763e-09	6.80579833e-09
267            	-1.43749893e-09	1.62084646e+00	1.59242027e-08	6.52460244e-09	9.39960029e-09
268            	-1.38092947e-09	1.62083801e+00	1.60124801e-08	6.62531060e-09	9.38716954e-09
269            	-1.32395797e-09	1.62082980e+00	1.11848888e-08	4.26848643e-09	6.91640237e-09
270            	-1.27437414e-09	1.62082181e+00	6.52145695e-09	1.98635433e-09	4.53510261e-09
271            	-1.23323443e-09	1.62081403e+00	4.97820644e-09	1.25586879e-09	3.72233765e-09
272            	-1.19491319e-09	1.62080645e+00	5.70113651e-09	1.65565507e-09	4.04548144e-09
273            	-1.15422123e-09	1.62079907e+00	6.26556212e-09	1.97855983e-09	4.28700230e-09
274            	-1.11063850e-09	1.62079190e+00	5.37361794e-09	1.57617047e-09	3.79744746e-09
275            	-1.06718811e-09	1.62078492e+00	3.52209399e-09	6.93858880e-10	2.82823511e-09
276            	-1.02676502e-09	1.62077813e+00	1.87892460e-09	-8.73027171e-11	1.96622731e-09
277            	-9.89838413e-10	1.62077151e+00	1.04021475e-09	-4.69731037e-10	1.50994579e-09
278            	-9.54923616e-10	1.62076508e+00	7.67933358e-10	-5.70956937e-10	1.33889030e-09
279            	-9.20506398e-10	1.62075881e+00	4.84499628e-10	-6.78256584e-10	1.16275621e-09
280            	-8.86304966e-10	1.62075271e+00	-4.22024542e-11	-9.07406193e-10	8.65203739e-10
281            	-8.52972671e-10	1.62074678e+00	-6.25631042e-10	-1.16578819e-09	5.40157150e-10
282            	-8.21147899e-10	1.62074101e+00	-1.02854344e-09	-1.33541962e-09	3.06876176e-10
283            	-7.90924650e-10	1.62073539e+00	-1.21185615e-09	-1.39685273e-09	1.84996574e-10
284            	-8.85289865e-10	1.62072995e+00	-1.43172897e-08	-8.04393473e-09	-6.27335500e-09
285            	-9.81856755e-10	1.62072465e+00	-2.34901891e-08	-1.27269513e-08	-1.07632378e-08
286            	-1.05955276e-09	1.62071947e+00	-2.10868154e-08	-1.16029605e-08	-9.48385495e-09
287            	-1.11130845e-09	1.62071442e+00	-1.26029719e-08	-7.41279440e-09	-5.19017751e-09
288            	-1.15033664e-09	1.62070950e+00	-7.31382245e-09	-4.80724786e-09	-2.50657459e-09
289            	-1.19293620e-09	1.62070473e+00	-8.40348222e-09	-5.39467731e-09	-3.00880491e-09
290            	-1.24440986e-09	1.62070009e+00	-1.20560183e-08	-7.27241901e-09	-4.78359930e-09
291            	-1.29828480e-09	1.62069557e+00	-1.33243991e-08	-7.96048437e-09	-5.36391477e-09
292            	-1.34563950e-09	1.62069117e+00	-1.10635601e-08	-6.87741958e-09	-4.18614057e-09
293            	-1.38358008e-09	1.62068689e+00	-7.71414511e-09	-5.24065264e-09	-2.47349247e-09
294            	-1.41593884e-09	1.62068272e+00	-5.88998996e-09	-4.36093382e-09	-1.52905614e-09
295            	-1.44800661e-09	1.62067866e+00	-5.96700151e-09	-4.43150737e-09	-1.53549415e-09
296            	-1.48164273e-09	1.62067472e+00	-6.51398155e-09	-4.73863351e-09	-1.77534804e-09
297            	-1.51481475e-09	1.62067087e+00	-6.19966729e-09	-4.61464839e-09	-1.58501889e-09
298            	-1.54572259e-09	1.62066713e+00	-6.88878750e-09	-4.99011634e-09	-1.89867116e-09
299            	-1.57392113e-09	1.62066349e+00	-5.02316092e-09	-4.08550159e-09	-9.37659332e-10
300            	-1.59527998e-09	1.62065996e+00	-2.55429481e-09	-2.87242738e-09	3.18132574e-10
