# Field minima and maxima
# Time         	field          	min            	location(min)  	max            	location(max)  
1.31520847e+02	U              	(-2.42108795e-01 -4.33502457e-01 -3.26309144e-19)	(1.85765077e+00 2.20093201e-01 0.00000000e+00)	(1.26738912e+00 2.38629655e-01 2.64955940e-19)	(9.85973000e+00 -2.62662210e+00 -3.47110286e-17)
1.31579348e+02	p              	-7.81562295e-01	(2.52252992e+00 -2.98953044e-01 -1.16567404e-17)	5.52118663e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
1.31579348e+02	U              	(-3.65545001e-01 -2.97532424e-01 -3.31746304e-19)	(2.21670479e+00 6.25428510e-01 1.61552609e-17)	(1.25110223e+00 5.15207092e-01 3.37492466e-19)	(2.82879889e+00 -1.25888094e+00 0.00000000e+00)
1.31637898e+02	p              	-7.80006574e-01	(2.64819196e+00 -3.13857548e-01 -3.36752131e-17)	5.52093715e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
1.31637898e+02	U              	(-3.66296804e-01 -3.17146886e-01 -3.27858339e-19)	(2.21670479e+00 6.25428510e-01 1.61552609e-17)	(1.25731183e+00 5.08610785e-01 3.27394370e-19)	(2.82879889e+00 -1.25888094e+00 0.00000000e+00)
1.31696499e+02	p              	-7.77851284e-01	(2.64819196e+00 -3.13857548e-01 -3.36752131e-17)	5.51999735e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
1.31696499e+02	U              	(-3.66951098e-01 -3.36469467e-01 -3.21793736e-19)	(2.21670479e+00 6.25428510e-01 1.61552609e-17)	(1.26311371e+00 5.01640671e-01 3.17078070e-19)	(2.82879889e+00 -1.25888094e+00 0.00000000e+00)
1.31755157e+02	p              	-7.75455000e-01	(2.64819196e+00 -3.13857548e-01 -3.36752131e-17)	5.51764378e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
1.31755157e+02	U              	(-3.67622519e-01 -3.55482103e-01 -3.18713792e-19)	(2.21670479e+00 6.25428510e-01 1.61552609e-17)	(1.26849649e+00 4.94285467e-01 3.06495685e-19)	(2.82879889e+00 -1.25888094e+00 0.00000000e+00)
1.31813876e+02	p              	-7.72653180e-01	(2.64819196e+00 -3.13857548e-01 -3.36752131e-17)	5.51799346e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
1.31813876e+02	U              	(-3.68090970e-01 -3.74153849e-01 -3.10827791e-19)	(2.21670479e+00 6.25428510e-01 1.61552609e-17)	(1.27345179e+00 4.86546392e-01 2.95590398e-19)	(2.82879889e+00 -1.25888094e+00 0.00000000e+00)
1.31872661e+02	p              	-7.70067081e-01	(2.64819196e+00 -3.13857548e-01 -3.36752131e-17)	5.51707361e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
1.31872661e+02	U              	(-3.68482054e-01 -3.92525355e-01 -3.08430895e-19)	(2.21670479e+00 6.25428510e-01 1.61552609e-17)	(1.27796695e+00 4.78413036e-01 2.84362457e-19)	(2.82879889e+00 -1.25888094e+00 0.00000000e+00)
1.31931518e+02	p              	-7.64416244e-01	(2.64819196e+00 -3.13857548e-01 -3.36752131e-17)	5.51854252e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
1.31931518e+02	U              	(-9.10797387e-02 -3.57354352e-01 -5.17818928e-19)	(1.98894293e+00 9.16826597e-01 0.00000000e+00)	(1.28201505e+00 4.69878777e-01 2.73188355e-19)	(2.82879889e+00 -1.25888094e+00 0.00000000e+00)
1.31990451e+02	p              	-7.61578999e-01	(2.64819196e+00 -3.13857548e-01 -3.36752131e-17)	5.51710226e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
1.31990451e+02	U              	(-3.68650140e-01 -4.27920038e-01 -2.98118179e-19)	(2.21670479e+00 6.25428510e-01 1.61552609e-17)	(1.28557556e+00 4.60969026e-01 2.61858866e-19)	(2.82879889e+00 -1.25888094e+00 0.00000000e+00)
1.32049465e+02	p              	-7.57212752e-01	(2.77852311e+00 -3.29315814e-01 0.00000000e+00)	5.51480754e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
1.32049465e+02	U              	(-6.46563772e-02 -3.74692221e-01 -5.32716615e-19)	(1.98894293e+00 9.16826597e-01 0.00000000e+00)	(1.28865042e+00 4.51676047e-01 2.49945937e-19)	(2.82879889e+00 -1.25888094e+00 0.00000000e+00)
1.32108564e+02	p              	-7.54179768e-01	(2.77852311e+00 -3.29315814e-01 0.00000000e+00)	5.51594032e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
1.32108564e+02	U              	(-3.67735699e-01 -4.61246008e-01 -2.89936422e-19)	(2.21670479e+00 6.25428510e-01 1.61552609e-17)	(1.29133033e+00 4.42015033e-01 2.37744760e-19)	(2.82879889e+00 -1.25888094e+00 0.00000000e+00)
1.32167753e+02	p              	-7.50944616e-01	(2.77852311e+00 -3.29315814e-01 0.00000000e+00)	5.51425490e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
1.32167753e+02	U              	(-3.66721912e-01 -4.77059605e-01 -2.88269473e-19)	(2.21670479e+00 6.25428510e-01 1.61552609e-17)	(1.29354260e+00 4.32006189e-01 2.25213837e-19)	(2.82879889e+00 -1.25888094e+00 0.00000000e+00)
1.32227036e+02	p              	-7.46856367e-01	(2.77852311e+00 -3.29315814e-01 0.00000000e+00)	5.51481228e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
1.32227036e+02	U              	(-3.65170954e-01 -4.92280138e-01 -2.85882323e-19)	(2.21670479e+00 6.25428510e-01 1.61552609e-17)	(1.29521956e+00 4.21655647e-01 2.11946916e-19)	(2.82879889e+00 -1.25888094e+00 0.00000000e+00)
1.32286418e+02	p              	-7.41904260e-01	(2.77852311e+00 -3.29315814e-01 0.00000000e+00)	5.51286355e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
1.32286418e+02	U              	(-3.62997217e-01 -5.06787617e-01 -2.83012904e-19)	(2.21670479e+00 6.25428510e-01 1.61552609e-17)	(1.29622093e+00 4.10962987e-01 1.98170310e-19)	(2.82879889e+00 -1.25888094e+00 0.00000000e+00)
1.32345903e+02	p              	-7.37673868e-01	(2.77852311e+00 -3.29315814e-01 0.00000000e+00)	5.51270545e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
1.32345903e+02	U              	(-3.60111179e-01 -5.21017979e-01 -2.80642258e-19)	(2.21670479e+00 6.25428510e-01 1.61552609e-17)	(1.29648170e+00 3.99948032e-01 1.85115989e-19)	(2.82879889e+00 -1.25888094e+00 0.00000000e+00)
1.32405495e+02	p              	-7.32486432e-01	(2.77852311e+00 -3.29315814e-01 0.00000000e+00)	5.51175020e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
1.32405495e+02	U              	(-2.89450359e-01 -3.76898469e-01 -9.49150363e-19)	(2.69643629e+00 7.60821952e-01 -3.10085286e-17)	(1.29600692e+00 3.88581357e-01 1.71195289e-19)	(2.82879889e+00 -1.25888094e+00 0.00000000e+00)
1.32465200e+02	p              	-7.27549700e-01	(2.91369685e+00 -3.45348487e-01 0.00000000e+00)	5.51120577e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
1.32465200e+02	U              	(-2.85322255e-01 -4.01948013e-01 -9.43211077e-19)	(2.69643629e+00 7.60821952e-01 -3.10085286e-17)	(1.29478391e+00 3.76848841e-01 1.57217691e-19)	(2.82879889e+00 -1.25888094e+00 0.00000000e+00)
1.32525019e+02	p              	-7.23489401e-01	(2.91369685e+00 -3.45348487e-01 0.00000000e+00)	5.51043835e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
1.32525019e+02	U              	(-2.80530964e-01 -4.26500775e-01 -9.34891992e-19)	(2.69643629e+00 7.60821952e-01 -3.10085286e-17)	(1.33815753e+00 2.52426322e-01 2.09678368e-19)	(2.65772748e+00 -1.85814625e+00 0.00000000e+00)
1.32584957e+02	p              	-7.17873545e-01	(2.91369685e+00 -3.45348487e-01 0.00000000e+00)	5.50992818e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
1.32584957e+02	U              	(-2.74770219e-01 -4.50472298e-01 -9.21055302e-19)	(2.69643629e+00 7.60821952e-01 -3.10085286e-17)	(1.34280113e+00 2.47092669e-01 2.11803900e-19)	(2.65772748e+00 -1.85814625e+00 0.00000000e+00)
1.32645017e+02	p              	-7.13097543e-01	(2.91369685e+00 -3.45348487e-01 0.00000000e+00)	5.51016222e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
1.32645017e+02	U              	(-3.19703570e-01 -5.81009008e-01 -2.42417167e-19)	(2.33015640e+00 6.57447672e-01 -3.95781063e-17)	(1.34729891e+00 2.41620268e-01 2.13680945e-19)	(2.65772748e+00 -1.85814625e+00 0.00000000e+00)
1.32705205e+02	p              	-7.08421647e-01	(2.91369685e+00 -3.45348487e-01 0.00000000e+00)	5.50957957e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
1.32705205e+02	U              	(-2.59992893e-01 -4.96622880e-01 -9.02483106e-19)	(2.69643629e+00 7.60821952e-01 -3.10085286e-17)	(1.33496032e+00 2.04875750e-01 4.21976590e-19)	(1.66357433e-01 1.40459629e+00 -7.82047486e-18)
1.32765522e+02	p              	-7.03722668e-01	(3.07827512e+00 -3.53327275e-01 0.00000000e+00)	5.50864362e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
1.32765522e+02	U              	(-2.50375939e-01 -5.18489807e-01 -8.95999169e-19)	(2.69643629e+00 7.60821952e-01 -3.10085286e-17)	(1.30508359e+00 3.99426158e-01 1.25778802e-19)	(-2.60174967e-01 1.30751857e+00 -1.01600534e-17)
1.32825974e+02	p              	-6.98719014e-01	(3.07827512e+00 -3.53327275e-01 0.00000000e+00)	5.51519053e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
1.32825974e+02	U              	(-2.38912607e-01 -5.39360969e-01 -8.88849579e-19)	(2.69643629e+00 7.60821952e-01 -3.10085286e-17)	(1.30829847e+00 3.99383036e-01 1.26786658e-19)	(-2.60174967e-01 1.30751857e+00 -1.01600534e-17)
1.32886564e+02	p              	-7.03921080e-01	(-1.21582612e-01 1.02709282e+00 0.00000000e+00)	5.51561929e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
1.32886564e+02	U              	(-2.25543812e-01 -5.59169617e-01 -8.88857059e-19)	(2.69643629e+00 7.60821952e-01 -3.10085286e-17)	(1.31151983e+00 3.99358076e-01 1.27817958e-19)	(-2.60174967e-01 1.30751857e+00 -1.01600534e-17)
1.32947295e+02	p              	-7.10757268e-01	(-1.21582612e-01 1.02709282e+00 0.00000000e+00)	5.51729638e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
1.32947295e+02	U              	(-2.10015509e-01 -5.77686392e-01 -8.83205248e-19)	(2.69643629e+00 7.60821952e-01 -3.10085286e-17)	(1.30318839e+00 3.46394473e-01 1.94861812e-19)	(-1.47461943e-01 1.24528550e+00 1.97605702e-17)
1.33008169e+02	p              	-7.16810122e-01	(-1.21582612e-01 1.02709282e+00 0.00000000e+00)	5.51988048e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
1.33008169e+02	U              	(-1.92366912e-01 -5.94813772e-01 -8.88130593e-19)	(2.69643629e+00 7.60821952e-01 -3.10085286e-17)	(1.30724337e+00 3.46488026e-01 1.96564835e-19)	(-1.47461943e-01 1.24528550e+00 1.97605702e-17)
1.33069189e+02	p              	-7.22749509e-01	(-1.21582612e-01 1.02709282e+00 0.00000000e+00)	5.52418748e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
1.33069189e+02	U              	(-2.51098217e-01 -5.06432272e-01 -4.21432097e-19)	(2.87998353e+00 5.73373142e-01 0.00000000e+00)	(1.31129941e+00 3.46594547e-01 1.98282736e-19)	(-1.47461943e-01 1.24528550e+00 1.97605702e-17)
1.33130348e+02	p              	-7.29104986e-01	(-1.21582612e-01 1.02709282e+00 0.00000000e+00)	5.52495115e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
1.33130348e+02	U              	(-2.48331304e-01 -5.34767026e-01 -4.13075148e-19)	(2.87998353e+00 5.73373142e-01 0.00000000e+00)	(1.31534504e+00 3.46713432e-01 1.99963368e-19)	(-1.47461943e-01 1.24528550e+00 1.97605702e-17)
1.33191617e+02	p              	-7.35101997e-01	(-1.21582612e-01 1.02709282e+00 0.00000000e+00)	5.52878370e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
1.33191617e+02	U              	(-2.44676324e-01 -5.62188228e-01 -4.03799306e-19)	(2.87998353e+00 5.73373142e-01 0.00000000e+00)	(1.31937092e+00 3.46844341e-01 2.01581355e-19)	(-1.47461943e-01 1.24528550e+00 1.97605702e-17)
1.33252996e+02	p              	-7.40844273e-01	(-1.21582612e-01 1.02709282e+00 0.00000000e+00)	5.53050442e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
1.33252996e+02	U              	(-2.39577350e-01 -5.88512848e-01 -3.96011817e-19)	(2.87998353e+00 5.73373142e-01 0.00000000e+00)	(1.32336312e+00 3.46975894e-01 2.03193266e-19)	(-1.47461943e-01 1.24528550e+00 1.97605702e-17)
1.33314279e+02	p              	-7.46972039e-01	(-1.21582612e-01 1.02709282e+00 0.00000000e+00)	5.53260598e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
1.33314279e+02	U              	(-2.33136723e-01 -6.13391232e-01 -3.84903378e-19)	(2.87998353e+00 5.73373142e-01 0.00000000e+00)	(1.37172287e+00 1.93915971e-01 4.62910249e-19)	(1.66357433e-01 1.40459629e+00 -7.82047486e-18)
1.33375424e+02	p              	-7.52058482e-01	(-1.21582612e-01 1.02709282e+00 0.00000000e+00)	5.53896474e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
1.33375424e+02	U              	(-2.25515083e-01 -6.36470555e-01 -3.70364275e-19)	(2.87998353e+00 5.73373142e-01 0.00000000e+00)	(1.37526181e+00 1.92967817e-01 4.65649697e-19)	(1.66357433e-01 1.40459629e+00 -7.82047486e-18)
1.33436435e+02	p              	-7.57889302e-01	(-1.21582612e-01 1.02709282e+00 0.00000000e+00)	5.53736158e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
1.33436435e+02	U              	(-2.16718471e-01 -6.57664313e-01 -3.58358295e-19)	(2.87998353e+00 5.73373142e-01 0.00000000e+00)	(1.38875061e+00 1.57678288e-01 2.19187487e-19)	(2.65772748e+00 -1.85814625e+00 0.00000000e+00)
1.33497311e+02	p              	-7.62913855e-01	(-1.21582612e-01 1.02709282e+00 0.00000000e+00)	5.54119745e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
1.33497311e+02	U              	(1.64438367e-03 -6.77264951e-01 -8.86928938e-19)	(2.69643629e+00 7.60821952e-01 -3.10085286e-17)	(1.39078596e+00 1.50503565e-01 2.17429027e-19)	(2.65772748e+00 -1.85814625e+00 0.00000000e+00)
1.33558057e+02	p              	-7.68073403e-01	(-1.21582612e-01 1.02709282e+00 0.00000000e+00)	5.54378372e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
1.33558057e+02	U              	(3.04332326e-02 -6.80899838e-01 -8.86433692e-19)	(2.69643629e+00 7.60821952e-01 -3.10085286e-17)	(1.39275056e+00 1.43221479e-01 2.15374138e-19)	(2.65772748e+00 -1.85814625e+00 0.00000000e+00)
1.33618674e+02	p              	-7.72982904e-01	(-1.21582612e-01 1.02709282e+00 0.00000000e+00)	5.54531724e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
1.33618674e+02	U              	(5.95318687e-02 -6.83530526e-01 -8.87799427e-19)	(2.69643629e+00 7.60821952e-01 -3.10085286e-17)	(1.38883085e+00 1.89591510e-01 4.76266359e-19)	(1.66357433e-01 1.40459629e+00 -7.82047486e-18)
1.33679166e+02	p              	-7.77631816e-01	(-1.21582612e-01 1.02709282e+00 0.00000000e+00)	5.54703639e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
1.33679166e+02	U              	(8.87868811e-02 -6.85510056e-01 -8.92059039e-19)	(2.69643629e+00 7.60821952e-01 -3.10085286e-17)	(1.38278651e+00 2.37259594e-01 3.78852295e-19)	(5.23566263e-02 1.33115644e+00 0.00000000e+00)
1.33739536e+02	p              	-7.81752121e-01	(-1.21582612e-01 1.02709282e+00 0.00000000e+00)	5.55149819e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
1.33739536e+02	U              	(1.18119246e-01 -6.86996774e-01 -8.91064274e-19)	(2.69643629e+00 7.60821952e-01 -3.10085286e-17)	(1.17914782e+00 6.04663588e-01 1.67334061e-19)	(3.98200656e+00 -1.03755101e+00 0.00000000e+00)
1.33799785e+02	p              	-7.86157839e-01	(-1.21582612e-01 1.02709282e+00 0.00000000e+00)	5.55251407e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
1.33799785e+02	U              	(1.47374380e-01 -6.88260482e-01 -8.94856938e-19)	(2.69643629e+00 7.60821952e-01 -3.10085286e-17)	(1.18356666e+00 5.93451227e-01 1.64483154e-19)	(3.98200656e+00 -1.03755101e+00 0.00000000e+00)
1.33859903e+02	p              	-7.90346972e-01	(-1.21582612e-01 1.02709282e+00 0.00000000e+00)	5.55401675e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
1.33859903e+02	U              	(-1.00595923e-01 -7.56918922e-01 -3.11079468e-19)	(2.87998353e+00 5.73373142e-01 0.00000000e+00)	(1.18701425e+00 5.81305322e-01 1.61202276e-19)	(3.98200656e+00 -1.03755101e+00 0.00000000e+00)
1.33919887e+02	p              	-7.93828036e-01	(-1.21582612e-01 1.02709282e+00 0.00000000e+00)	5.55863750e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
1.33919887e+02	U              	(-7.50230054e-02 -7.63575230e-01 -3.09171520e-19)	(2.87998353e+00 5.73373142e-01 0.00000000e+00)	(1.31598433e+00 2.88140809e-01 3.42963145e-19)	(-1.86683358e-01 1.57596711e+00 2.82577808e-17)
1.33979742e+02	p              	-7.97265130e-01	(-1.21582612e-01 1.02709282e+00 0.00000000e+00)	5.55993694e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
1.33979742e+02	U              	(-4.78874766e-02 -7.69615198e-01 -3.10304706e-19)	(2.87998353e+00 5.73373142e-01 0.00000000e+00)	(1.31820016e+00 2.88029857e-01 3.43629771e-19)	(-1.86683358e-01 1.57596711e+00 2.82577808e-17)
1.34039470e+02	p              	-8.01045616e-01	(-1.21582612e-01 1.02709282e+00 0.00000000e+00)	5.55939140e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
1.34039470e+02	U              	(-1.99911731e-02 -7.74053297e-01 -2.95486823e-19)	(2.87998353e+00 5.73373142e-01 0.00000000e+00)	(1.32036101e+00 2.87952291e-01 3.44299193e-19)	(-1.86683358e-01 1.57596711e+00 2.82577808e-17)
1.34099077e+02	p              	-8.03687858e-01	(-1.21582612e-01 1.02709282e+00 0.00000000e+00)	5.56403777e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
1.34099077e+02	U              	(8.61167902e-03 -7.76474502e-01 -2.91263172e-19)	(2.87998353e+00 5.73373142e-01 0.00000000e+00)	(1.40512230e+00 2.35668013e-01 3.87891140e-19)	(5.23566263e-02 1.33115644e+00 0.00000000e+00)
1.34158565e+02	p              	-8.06703091e-01	(-1.21582612e-01 1.02709282e+00 0.00000000e+00)	5.56375310e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
1.34158565e+02	U              	(3.76843145e-02 -7.76927362e-01 -2.85625778e-19)	(2.87998353e+00 5.73373142e-01 0.00000000e+00)	(1.40790266e+00 2.35613135e-01 3.88688982e-19)	(5.23566263e-02 1.33115644e+00 0.00000000e+00)
1.34217939e+02	p              	-8.09110659e-01	(-1.21582612e-01 1.02709282e+00 0.00000000e+00)	5.56632268e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
1.34217939e+02	U              	(-2.70949443e-01 -7.87130010e-01 -3.23884340e-19)	(2.66190925e+00 1.04815120e-01 2.22269931e-17)	(1.20758357e+00 4.97606503e-01 1.86716654e-19)	(-5.92566610e-01 1.28544554e+00 -2.49642909e-17)
1.34277203e+02	p              	-8.11882816e-01	(-1.21582612e-01 1.02709282e+00 0.00000000e+00)	5.56529428e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
1.34277203e+02	U              	(4.23374266e-02 -3.44331701e-01 -5.21459977e-19)	(3.68914687e+00 3.52530538e-01 0.00000000e+00)	(1.20935722e+00 4.98258921e-01 1.87517373e-19)	(-5.92566610e-01 1.28544554e+00 -2.49642909e-17)
1.34336359e+02	p              	-8.13834098e-01	(-1.21582612e-01 1.02709282e+00 0.00000000e+00)	5.56815686e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
1.34336359e+02	U              	(3.52836263e-02 -3.82447078e-01 -5.03661500e-19)	(3.68914687e+00 3.52530538e-01 0.00000000e+00)	(1.41557514e+00 2.35692176e-01 3.90126878e-19)	(5.23566263e-02 1.33115644e+00 0.00000000e+00)
1.34395413e+02	p              	-8.15943625e-01	(-1.21582612e-01 1.02709282e+00 0.00000000e+00)	5.56779329e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
1.34395413e+02	U              	(-8.94216754e-02 -8.22827876e-01 -3.09034631e-19)	(2.77852311e+00 3.29315814e-01 0.00000000e+00)	(1.21271014e+00 4.99553256e-01 1.89085998e-19)	(-5.92566610e-01 1.28544554e+00 -2.49642909e-17)
1.34454368e+02	p              	-8.17446962e-01	(-1.21582612e-01 1.02709282e+00 0.00000000e+00)	5.56842390e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
1.34454368e+02	U              	(-6.63676392e-02 -8.20841790e-01 -3.42930490e-19)	(2.77852311e+00 3.29315814e-01 0.00000000e+00)	(1.21428447e+00 5.00191126e-01 1.89879978e-19)	(-5.92566610e-01 1.28544554e+00 -2.49642909e-17)
1.34513227e+02	p              	-8.18833345e-01	(-1.21582612e-01 1.02709282e+00 0.00000000e+00)	5.56910526e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
1.34513227e+02	U              	(-2.28737270e-01 -7.83593438e-01 -4.94177711e-19)	(2.66190925e+00 1.04815120e-01 2.22269931e-17)	(1.37780752e+00 7.67326907e-02 5.14210229e-19)	(4.81739219e-01 1.70757903e+00 0.00000000e+00)
1.34571995e+02	p              	-8.20113144e-01	(-1.21582612e-01 1.02709282e+00 0.00000000e+00)	5.56851208e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
1.34571995e+02	U              	(-2.14900300e-01 -7.79315942e-01 -5.41524025e-19)	(2.66190925e+00 1.04815120e-01 2.22269931e-17)	(1.43049495e+00 1.84468791e-01 4.98422837e-19)	(1.66357433e-01 1.40459629e+00 -7.82047486e-18)
1.34630676e+02	p              	-8.20802535e-01	(-1.21582612e-01 1.02709282e+00 0.00000000e+00)	5.57060627e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
1.34630676e+02	U              	(-1.99117340e-01 -7.73896635e-01 -5.88764133e-19)	(2.66190925e+00 1.04815120e-01 2.22269931e-17)	(1.43227137e+00 1.84597192e-01 4.98676634e-19)	(1.66357433e-01 1.40459629e+00 -7.82047486e-18)
1.34689276e+02	p              	-8.21654280e-01	(-1.21582612e-01 1.02709282e+00 0.00000000e+00)	5.57001549e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
1.34689276e+02	U              	(-1.82538104e-01 -7.67377035e-01 -6.24825707e-19)	(2.66190925e+00 1.04815120e-01 2.22269931e-17)	(1.43394070e+00 1.84780242e-01 4.98749326e-19)	(1.66357433e-01 1.40459629e+00 -7.82047486e-18)
1.34747797e+02	p              	-8.21816856e-01	(-1.21582612e-01 1.02709282e+00 0.00000000e+00)	5.57076013e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
1.34747797e+02	U              	(-1.65545648e-01 -7.59967599e-01 -6.54349012e-19)	(2.66190925e+00 1.04815120e-01 2.22269931e-17)	(1.42930373e+00 2.37038626e-01 3.89349594e-19)	(5.23566263e-02 1.33115644e+00 0.00000000e+00)
1.34806244e+02	p              	-8.22192654e-01	(-1.21582612e-01 1.02709282e+00 0.00000000e+00)	5.56954628e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
1.34806244e+02	U              	(-1.48313423e-01 -7.51847493e-01 -6.78572781e-19)	(2.66190925e+00 1.04815120e-01 2.22269931e-17)	(1.34232810e+00 2.89711207e-01 3.46888358e-19)	(-1.86683358e-01 1.57596711e+00 2.82577808e-17)
1.34864622e+02	p              	-8.21938050e-01	(-1.21582612e-01 1.02709282e+00 0.00000000e+00)	5.56934605e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
1.34864622e+02	U              	(-1.30972813e-01 -7.43151851e-01 -6.98430111e-19)	(2.66190925e+00 1.04815120e-01 2.22269931e-17)	(1.34348544e+00 2.90060487e-01 3.46607401e-19)	(-1.86683358e-01 1.57596711e+00 2.82577808e-17)
1.34922936e+02	p              	-8.21558899e-01	(-1.21582612e-01 1.02709282e+00 0.00000000e+00)	5.56980834e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
1.34922936e+02	U              	(-1.13741339e-01 -7.34009309e-01 -7.19708164e-19)	(2.66190925e+00 1.04815120e-01 2.22269931e-17)	(1.34455930e+00 2.90438313e-01 3.46230216e-19)	(-1.86683358e-01 1.57596711e+00 2.82577808e-17)
1.34981188e+02	p              	-8.21193837e-01	(-1.21582612e-01 1.02709282e+00 0.00000000e+00)	5.56917424e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
1.34981188e+02	U              	(3.97689656e-02 -7.27838649e-01 -3.66642276e-19)	(3.68914687e+00 3.52530538e-01 0.00000000e+00)	(1.44057925e+00 1.86567528e-01 4.97286183e-19)	(1.66357433e-01 1.40459629e+00 -7.82047486e-18)
1.35039384e+02	p              	-8.20072828e-01	(-1.21582612e-01 1.02709282e+00 0.00000000e+00)	5.56967409e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
1.35039384e+02	U              	(4.83559858e-02 -7.45850082e-01 -3.57888381e-19)	(3.68914687e+00 3.52530538e-01 0.00000000e+00)	(1.44156111e+00 1.87091828e-01 4.96607275e-19)	(1.66357433e-01 1.40459629e+00 -7.82047486e-18)
1.35097528e+02	p              	-8.19024537e-01	(-1.21582612e-01 1.02709282e+00 0.00000000e+00)	5.56990881e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
1.35097528e+02	U              	(-1.65229881e-01 -7.91042459e-01 -3.64584779e-19)	(2.92862647e+00 -1.15329165e-01 0.00000000e+00)	(1.44242569e+00 1.87668655e-01 4.95742179e-19)	(1.66357433e-01 1.40459629e+00 -7.82047486e-18)
1.35155624e+02	p              	-8.17880301e-01	(-1.21582612e-01 1.02709282e+00 0.00000000e+00)	5.56775133e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
1.35155624e+02	U              	(-1.57359806e-01 -7.86225787e-01 -3.94496829e-19)	(2.92862647e+00 -1.15329165e-01 0.00000000e+00)	(1.34802902e+00 2.92221048e-01 3.44129048e-19)	(-1.86683358e-01 1.57596711e+00 2.82577808e-17)
1.35213677e+02	p              	-8.16153219e-01	(-1.21582612e-01 1.02709282e+00 0.00000000e+00)	5.56757973e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
