#     Source : patch in
#     Faces  : 80
#     Area   : 4.00000000e+01
#          Time	sum(phi)
4.53984188e+01	-4.00000000e+01
4.54676315e+01	-4.00000000e+01
4.55368487e+01	-4.00000000e+01
4.56060704e+01	-4.00000000e+01
4.56752966e+01	-4.00000000e+01
4.57445273e+01	-4.00000000e+01
4.58137624e+01	-4.00000000e+01
4.58830021e+01	-4.00000000e+01
4.59522463e+01	-4.00000000e+01
4.60214950e+01	-4.00000000e+01
4.60907481e+01	-4.00000000e+01
4.61600058e+01	-4.00000000e+01
4.62292679e+01	-4.00000000e+01
4.62985345e+01	-4.00000000e+01
4.63678055e+01	-4.00000000e+01
4.64370797e+01	-4.00000000e+01
4.65063568e+01	-4.00000000e+01
4.65756368e+01	-4.00000000e+01
4.66449197e+01	-4.00000000e+01
4.67142056e+01	-4.00000000e+01
4.67834943e+01	-4.00000000e+01
4.68527858e+01	-4.00000000e+01
4.69220802e+01	-4.00000000e+01
4.69913774e+01	-4.00000000e+01
4.70606775e+01	-4.00000000e+01
4.71299803e+01	-4.00000000e+01
4.71992859e+01	-4.00000000e+01
4.72685943e+01	-4.00000000e+01
4.73379054e+01	-4.00000000e+01
4.74072192e+01	-4.00000000e+01
4.74765358e+01	-4.00000000e+01
4.75458551e+01	-4.00000000e+01
4.76151771e+01	-4.00000000e+01
4.76845017e+01	-4.00000000e+01
4.77538291e+01	-4.00000000e+01
4.78231591e+01	-4.00000000e+01
4.78924917e+01	-4.00000000e+01
4.79618270e+01	-4.00000000e+01
4.80311649e+01	-4.00000000e+01
4.81005054e+01	-4.00000000e+01
4.81698485e+01	-4.00000000e+01
4.82391942e+01	-4.00000000e+01
4.83085426e+01	-4.00000000e+01
4.83778935e+01	-4.00000000e+01
4.84472469e+01	-4.00000000e+01
4.85166030e+01	-4.00000000e+01
4.85859616e+01	-4.00000000e+01
4.86553228e+01	-4.00000000e+01
4.87246865e+01	-4.00000000e+01
4.87940528e+01	-4.00000000e+01
4.88634217e+01	-4.00000000e+01
4.89327931e+01	-4.00000000e+01
4.90021670e+01	-4.00000000e+01
4.90715436e+01	-4.00000000e+01
4.91409226e+01	-4.00000000e+01
4.92103042e+01	-4.00000000e+01
4.92796883e+01	-4.00000000e+01
4.93490750e+01	-4.00000000e+01
4.94184643e+01	-4.00000000e+01
4.94878561e+01	-4.00000000e+01
4.95572504e+01	-4.00000000e+01
4.96266474e+01	-4.00000000e+01
4.96960469e+01	-4.00000000e+01
4.97654489e+01	-4.00000000e+01
4.98348536e+01	-4.00000000e+01
4.99042608e+01	-4.00000000e+01
4.99736706e+01	-4.00000000e+01
5.00430831e+01	-4.00000000e+01
5.01124981e+01	-4.00000000e+01
5.01819157e+01	-4.00000000e+01
5.02513360e+01	-4.00000000e+01
5.03207588e+01	-4.00000000e+01
5.03901844e+01	-4.00000000e+01
5.04596125e+01	-4.00000000e+01
5.05290434e+01	-4.00000000e+01
5.05984769e+01	-4.00000000e+01
5.06679130e+01	-4.00000000e+01
5.07373519e+01	-4.00000000e+01
5.08067935e+01	-4.00000000e+01
5.08762377e+01	-4.00000000e+01
5.09456847e+01	-4.00000000e+01
5.10151345e+01	-4.00000000e+01
5.10845870e+01	-4.00000000e+01
5.11540422e+01	-4.00000000e+01
5.12235003e+01	-4.00000000e+01
5.12929611e+01	-4.00000000e+01
5.13624248e+01	-4.00000000e+01
5.14318913e+01	-4.00000000e+01
5.15013606e+01	-4.00000000e+01
5.15708328e+01	-4.00000000e+01
5.16403079e+01	-4.00000000e+01
5.17097859e+01	-4.00000000e+01
5.17792668e+01	-4.00000000e+01
5.18487506e+01	-4.00000000e+01
5.19182373e+01	-4.00000000e+01
5.19877270e+01	-4.00000000e+01
5.20572197e+01	-4.00000000e+01
5.21267154e+01	-4.00000000e+01
5.21962141e+01	-4.00000000e+01
5.22657159e+01	-4.00000000e+01
5.23352207e+01	-4.00000000e+01
5.24047286e+01	-4.00000000e+01
5.24742396e+01	-4.00000000e+01
5.25437537e+01	-4.00000000e+01
5.26132710e+01	-4.00000000e+01
5.26827914e+01	-4.00000000e+01
5.27523150e+01	-4.00000000e+01
5.28218418e+01	-4.00000000e+01
5.28913718e+01	-4.00000000e+01
5.29609050e+01	-4.00000000e+01
5.30304415e+01	-4.00000000e+01
5.30999813e+01	-4.00000000e+01
5.31695243e+01	-4.00000000e+01
5.32390707e+01	-4.00000000e+01
5.33086204e+01	-4.00000000e+01
5.33781734e+01	-4.00000000e+01
5.34477298e+01	-4.00000000e+01
5.35172896e+01	-4.00000000e+01
5.35868529e+01	-4.00000000e+01
5.36564195e+01	-4.00000000e+01
5.37259896e+01	-4.00000000e+01
5.37955631e+01	-4.00000000e+01
5.38651401e+01	-4.00000000e+01
5.39347206e+01	-4.00000000e+01
5.40043047e+01	-4.00000000e+01
5.40738922e+01	-4.00000000e+01
5.41434833e+01	-4.00000000e+01
5.42130780e+01	-4.00000000e+01
5.42826762e+01	-4.00000000e+01
5.43522781e+01	-4.00000000e+01
5.44218835e+01	-4.00000000e+01
5.44914926e+01	-4.00000000e+01
5.45611054e+01	-4.00000000e+01
5.46307217e+01	-4.00000000e+01
5.47003418e+01	-4.00000000e+01
5.47699655e+01	-4.00000000e+01
5.48395929e+01	-4.00000000e+01
5.49092240e+01	-4.00000000e+01
5.49788589e+01	-4.00000000e+01
5.50484974e+01	-4.00000000e+01
5.51181397e+01	-4.00000000e+01
5.51877858e+01	-4.00000000e+01
5.52574355e+01	-4.00000000e+01
5.53270891e+01	-4.00000000e+01
5.53967464e+01	-4.00000000e+01
5.54664075e+01	-4.00000000e+01
5.55360724e+01	-4.00000000e+01
5.56057399e+01	-4.00000000e+01
5.56754082e+01	-4.00000000e+01
5.57450774e+01	-4.00000000e+01
5.58147475e+01	-4.00000000e+01
5.58844184e+01	-4.00000000e+01
5.59540901e+01	-4.00000000e+01
5.60237626e+01	-4.00000000e+01
5.60934358e+01	-4.00000000e+01
5.61631098e+01	-4.00000000e+01
5.62327845e+01	-4.00000000e+01
5.63024600e+01	-4.00000000e+01
5.63721361e+01	-4.00000000e+01
5.64418130e+01	-4.00000000e+01
5.65114905e+01	-4.00000000e+01
5.65811687e+01	-4.00000000e+01
5.66508476e+01	-4.00000000e+01
5.67205271e+01	-4.00000000e+01
5.67902072e+01	-4.00000000e+01
5.68598881e+01	-4.00000000e+01
5.69295695e+01	-4.00000000e+01
5.69992516e+01	-4.00000000e+01
5.70689343e+01	-4.00000000e+01
5.71386176e+01	-4.00000000e+01
5.72083015e+01	-4.00000000e+01
5.72779861e+01	-4.00000000e+01
5.73476712e+01	-4.00000000e+01
5.74173570e+01	-4.00000000e+01
5.74870434e+01	-4.00000000e+01
5.75567305e+01	-4.00000000e+01
5.76264181e+01	-4.00000000e+01
5.76961064e+01	-4.00000000e+01
5.77657953e+01	-4.00000000e+01
5.78354849e+01	-4.00000000e+01
5.79051751e+01	-4.00000000e+01
5.79748659e+01	-4.00000000e+01
5.80445574e+01	-4.00000000e+01
5.81142496e+01	-4.00000000e+01
5.81839425e+01	-4.00000000e+01
5.82536361e+01	-4.00000000e+01
5.83233304e+01	-4.00000000e+01
5.83930254e+01	-4.00000000e+01
5.84627212e+01	-4.00000000e+01
5.85324177e+01	-4.00000000e+01
5.86021150e+01	-4.00000000e+01
5.86718131e+01	-4.00000000e+01
5.87415121e+01	-4.00000000e+01
5.88112119e+01	-4.00000000e+01
5.88809125e+01	-4.00000000e+01
5.89506141e+01	-4.00000000e+01
5.90203165e+01	-4.00000000e+01
5.90900199e+01	-4.00000000e+01
5.91597243e+01	-4.00000000e+01
5.92294296e+01	-4.00000000e+01
5.92991360e+01	-4.00000000e+01
5.93688434e+01	-4.00000000e+01
5.94385519e+01	-4.00000000e+01
5.95082615e+01	-4.00000000e+01
5.95779722e+01	-4.00000000e+01
5.96476841e+01	-4.00000000e+01
5.97173972e+01	-4.00000000e+01
5.97871115e+01	-4.00000000e+01
5.98568272e+01	-4.00000000e+01
5.99265441e+01	-4.00000000e+01
5.99962624e+01	-4.00000000e+01
6.00659820e+01	-4.00000000e+01
6.01357031e+01	-4.00000000e+01
6.02054256e+01	-4.00000000e+01
6.02751495e+01	-4.00000000e+01
6.03448751e+01	-4.00000000e+01
6.04146021e+01	-4.00000000e+01
6.04843308e+01	-4.00000000e+01
6.05540612e+01	-4.00000000e+01
6.06237932e+01	-4.00000000e+01
6.06935270e+01	-4.00000000e+01
6.07632625e+01	-4.00000000e+01
6.08329999e+01	-4.00000000e+01
6.09027391e+01	-4.00000000e+01
6.09724802e+01	-4.00000000e+01
6.10422233e+01	-4.00000000e+01
6.11119683e+01	-4.00000000e+01
6.11817154e+01	-4.00000000e+01
6.12514645e+01	-4.00000000e+01
6.13212158e+01	-4.00000000e+01
6.13909692e+01	-4.00000000e+01
6.14607248e+01	-4.00000000e+01
6.15304827e+01	-4.00000000e+01
6.16002429e+01	-4.00000000e+01
6.16700055e+01	-4.00000000e+01
6.17397705e+01	-4.00000000e+01
6.18095379e+01	-4.00000000e+01
6.18793078e+01	-4.00000000e+01
6.19490803e+01	-4.00000000e+01
6.20188553e+01	-4.00000000e+01
6.20886330e+01	-4.00000000e+01
6.21584134e+01	-4.00000000e+01
6.22281965e+01	-4.00000000e+01
6.22979823e+01	-4.00000000e+01
6.23677710e+01	-4.00000000e+01
6.24375626e+01	-4.00000000e+01
6.25073570e+01	-4.00000000e+01
6.25771544e+01	-4.00000000e+01
6.26469549e+01	-4.00000000e+01
6.27167583e+01	-4.00000000e+01
6.27865648e+01	-4.00000000e+01
6.28563745e+01	-4.00000000e+01
6.29261873e+01	-4.00000000e+01
6.29960034e+01	-4.00000000e+01
6.30658227e+01	-4.00000000e+01
6.31356453e+01	-4.00000000e+01
6.32054712e+01	-4.00000000e+01
6.32753005e+01	-4.00000000e+01
6.33451333e+01	-4.00000000e+01
6.34149694e+01	-4.00000000e+01
6.34848091e+01	-4.00000000e+01
6.35546523e+01	-4.00000000e+01
6.36244990e+01	-4.00000000e+01
6.36943494e+01	-4.00000000e+01
6.37642033e+01	-4.00000000e+01
6.38340610e+01	-4.00000000e+01
6.39039224e+01	-4.00000000e+01
6.39737876e+01	-4.00000000e+01
6.40436565e+01	-4.00000000e+01
6.41135292e+01	-4.00000000e+01
6.41834057e+01	-4.00000000e+01
6.42532861e+01	-4.00000000e+01
6.43231705e+01	-4.00000000e+01
6.43930587e+01	-4.00000000e+01
6.44629509e+01	-4.00000000e+01
6.45328471e+01	-4.00000000e+01
6.46027474e+01	-4.00000000e+01
6.46726517e+01	-4.00000000e+01
6.47425585e+01	-4.00000000e+01
6.48124639e+01	-4.00000000e+01
6.48823678e+01	-4.00000000e+01
6.49522702e+01	-4.00000000e+01
6.50221712e+01	-4.00000000e+01
6.50920706e+01	-4.00000000e+01
6.51619684e+01	-4.00000000e+01
6.52318647e+01	-4.00000000e+01
6.53017593e+01	-4.00000000e+01
6.53716524e+01	-4.00000000e+01
6.54415437e+01	-4.00000000e+01
6.55114334e+01	-4.00000000e+01
6.55813215e+01	-4.00000000e+01
6.56512078e+01	-4.00000000e+01
6.57210923e+01	-4.00000000e+01
6.57909752e+01	-4.00000000e+01
6.58608563e+01	-4.00000000e+01
6.59307357e+01	-4.00000000e+01
6.60006133e+01	-4.00000000e+01
6.60704892e+01	-4.00000000e+01
6.61403633e+01	-4.00000000e+01
6.62102357e+01	-4.00000000e+01
6.62801063e+01	-4.00000000e+01
6.63499752e+01	-4.00000000e+01
6.64198423e+01	-4.00000000e+01
6.64897076e+01	-4.00000000e+01
6.65595712e+01	-4.00000000e+01
6.66294330e+01	-4.00000000e+01
6.66992931e+01	-4.00000000e+01
6.67691515e+01	-4.00000000e+01
6.68390083e+01	-4.00000000e+01
6.69088633e+01	-4.00000000e+01
6.69787167e+01	-4.00000000e+01
6.70485684e+01	-4.00000000e+01
6.71184185e+01	-4.00000000e+01
6.71882670e+01	-4.00000000e+01
6.72581139e+01	-4.00000000e+01
6.73279593e+01	-4.00000000e+01
6.73978032e+01	-4.00000000e+01
6.74676456e+01	-4.00000000e+01
6.75374865e+01	-4.00000000e+01
6.76073260e+01	-4.00000000e+01
6.76771642e+01	-4.00000000e+01
6.77470010e+01	-4.00000000e+01
6.78168365e+01	-4.00000000e+01
6.78866707e+01	-4.00000000e+01
6.79565037e+01	-4.00000000e+01
6.80263355e+01	-4.00000000e+01
6.80961661e+01	-4.00000000e+01
6.81659957e+01	-4.00000000e+01
6.82358242e+01	-4.00000000e+01
6.83056517e+01	-4.00000000e+01
6.83754783e+01	-4.00000000e+01
6.84453041e+01	-4.00000000e+01
6.85151290e+01	-4.00000000e+01
6.85849531e+01	-4.00000000e+01
6.86547766e+01	-4.00000000e+01
6.87245994e+01	-4.00000000e+01
6.87944215e+01	-4.00000000e+01
6.88642432e+01	-4.00000000e+01
6.89340644e+01	-4.00000000e+01
6.90038852e+01	-4.00000000e+01
6.90737056e+01	-4.00000000e+01
6.91435258e+01	-4.00000000e+01
6.92133458e+01	-4.00000000e+01
6.92831657e+01	-4.00000000e+01
6.93529855e+01	-4.00000000e+01
6.94228054e+01	-4.00000000e+01
6.94926253e+01	-4.00000000e+01
6.95624454e+01	-4.00000000e+01
6.96322658e+01	-4.00000000e+01
6.97020864e+01	-4.00000000e+01
6.97719075e+01	-4.00000000e+01
6.98417291e+01	-4.00000000e+01
6.99115512e+01	-4.00000000e+01
6.99813740e+01	-4.00000000e+01
7.00511975e+01	-4.00000000e+01
7.01210218e+01	-4.00000000e+01
7.01908471e+01	-4.00000000e+01
7.02606733e+01	-4.00000000e+01
7.03305006e+01	-4.00000000e+01
7.04003291e+01	-4.00000000e+01
7.04701588e+01	-4.00000000e+01
7.05399898e+01	-4.00000000e+01
7.06098223e+01	-4.00000000e+01
7.06796562e+01	-4.00000000e+01
7.07494917e+01	-4.00000000e+01
7.08193288e+01	-4.00000000e+01
7.08891677e+01	-4.00000000e+01
7.09590085e+01	-4.00000000e+01
7.10288511e+01	-4.00000000e+01
7.10986958e+01	-4.00000000e+01
7.11685425e+01	-4.00000000e+01
7.12383914e+01	-4.00000000e+01
7.13082425e+01	-4.00000000e+01
7.13780960e+01	-4.00000000e+01
7.14479518e+01	-4.00000000e+01
7.15178101e+01	-4.00000000e+01
7.15876710e+01	-4.00000000e+01
7.16575345e+01	-4.00000000e+01
7.17274008e+01	-4.00000000e+01
7.17972698e+01	-4.00000000e+01
7.18671417e+01	-4.00000000e+01
7.19370166e+01	-4.00000000e+01
7.20068946e+01	-4.00000000e+01
7.20767757e+01	-4.00000000e+01
7.21466600e+01	-4.00000000e+01
7.22165475e+01	-4.00000000e+01
7.22864384e+01	-4.00000000e+01
7.23563328e+01	-4.00000000e+01
7.24262306e+01	-4.00000000e+01
7.24961319e+01	-4.00000000e+01
7.25660369e+01	-4.00000000e+01
7.26359456e+01	-4.00000000e+01
7.27058580e+01	-4.00000000e+01
7.27757742e+01	-4.00000000e+01
7.28456943e+01	-4.00000000e+01
7.29156183e+01	-4.00000000e+01
7.29855463e+01	-4.00000000e+01
7.30554783e+01	-4.00000000e+01
7.31254145e+01	-4.00000000e+01
7.31953549e+01	-4.00000000e+01
7.32652995e+01	-4.00000000e+01
7.33352485e+01	-4.00000000e+01
7.34052018e+01	-4.00000000e+01
7.34751597e+01	-4.00000000e+01
7.35451220e+01	-4.00000000e+01
7.36150888e+01	-4.00000000e+01
7.36850603e+01	-4.00000000e+01
7.37550363e+01	-4.00000000e+01
7.38250169e+01	-4.00000000e+01
