# Force coefficients
# liftDir      : (0.00000000e+00 1.00000000e+00 0.00000000e+00)
# dragDir      : (1.00000000e+00 0.00000000e+00 0.00000000e+00)
# pitchAxis    : (0.00000000e+00 0.00000000e+00 1.00000000e+00)
# magUInf      : 1.00000000e+00
# lRef         : 1.00000000e+00
# Aref         : 2.00000000e+00
# CofR         : (0.00000000e+00 0.00000000e+00 0.00000000e+00)
# Time         	Cm             	Cd             	Cl             	Cl(f)          	Cl(r)          	Cm	Cd	Cl	Cl(f)	Cl(r)
1.06058433e+02	4.06536564e-03	1.20312435e+00	1.66705011e-02	1.24006162e-02	4.26988492e-03
1.06121339e+02	4.14808025e-03	1.20296654e+00	8.61040099e-03	8.45328074e-03	1.57120248e-04
1.06184275e+02	4.22514084e-03	1.20305537e+00	5.16858180e-05	4.25098375e-03	-4.19929793e-03
1.06247242e+02	4.29722268e-03	1.20296953e+00	-8.78561335e-03	-9.55839966e-05	-8.69002936e-03
1.06310241e+02	4.36390279e-03	1.20282163e+00	-1.73889693e-02	-4.33058185e-03	-1.30583874e-02
1.06373274e+02	4.42501900e-03	1.20273459e+00	-2.57941331e-02	-8.47204754e-03	-1.73220855e-02
1.06436342e+02	4.48074446e-03	1.20271685e+00	-3.49930511e-02	-1.30157811e-02	-2.19772700e-02
1.06499447e+02	4.53083681e-03	1.20274881e+00	-4.34450949e-02	-1.71917107e-02	-2.62533843e-02
1.06562591e+02	4.57325550e-03	1.20282708e+00	-5.27819171e-02	-2.18177031e-02	-3.09642141e-02
1.06625774e+02	4.61272363e-03	1.20287346e+00	-6.13748912e-02	-2.60747219e-02	-3.53001692e-02
1.06688999e+02	4.64441514e-03	1.20307891e+00	-7.01673478e-02	-3.04392587e-02	-3.97280890e-02
1.06752266e+02	4.66990958e-03	1.20322204e+00	-7.88231880e-02	-3.47416844e-02	-4.40815036e-02
1.06815577e+02	4.68899276e-03	1.20346054e+00	-8.79331186e-02	-3.92775665e-02	-4.86555520e-02
1.06878932e+02	4.70189689e-03	1.20389102e+00	-9.63408026e-02	-4.34685044e-02	-5.28722982e-02
1.06942334e+02	4.70779334e-03	1.20359472e+00	-1.04727394e-01	-4.76559036e-02	-5.70714903e-02
1.07005783e+02	4.70614655e-03	1.20395462e+00	-1.13427224e-01	-5.20074654e-02	-6.14197585e-02
1.07069280e+02	4.69737504e-03	1.20424051e+00	-1.21992554e-01	-5.62989020e-02	-6.56936521e-02
1.07132826e+02	4.68221257e-03	1.20452123e+00	-1.29753475e-01	-6.01945247e-02	-6.95589498e-02
1.07196422e+02	4.66017488e-03	1.20511505e+00	-1.38645665e-01	-6.46626574e-02	-7.39830072e-02
1.07260068e+02	4.63074685e-03	1.20565271e+00	-1.46675520e-01	-6.87070133e-02	-7.79685070e-02
1.07323754e+02	4.59458593e-03	1.20611049e+00	-1.54835614e-01	-7.28232210e-02	-8.20123929e-02
1.07387381e+02	4.55211756e-03	1.20680052e+00	-1.62025377e-01	-7.64605710e-02	-8.55648061e-02
1.07450949e+02	4.50282498e-03	1.20731272e+00	-1.70242239e-01	-8.06182947e-02	-8.96239447e-02
1.07514458e+02	4.44705778e-03	1.20792489e+00	-1.77561265e-01	-8.43335747e-02	-9.32276903e-02
1.07577907e+02	4.38488563e-03	1.20864442e+00	-1.84536242e-01	-8.78832353e-02	-9.66530066e-02
1.07641296e+02	4.31615301e-03	1.20929908e+00	-1.91825484e-01	-9.15965890e-02	-1.00228895e-01
1.07704625e+02	4.24107226e-03	1.21000738e+00	-1.98907390e-01	-9.52126230e-02	-1.03694767e-01
1.07767894e+02	4.16009371e-03	1.21096061e+00	-2.05005625e-01	-9.83427186e-02	-1.06662906e-01
1.07831103e+02	4.07290682e-03	1.21182281e+00	-2.11055665e-01	-1.01454926e-01	-1.09600740e-01
1.07894255e+02	3.97800613e-03	1.21275282e+00	-2.17743692e-01	-1.04893840e-01	-1.12849852e-01
1.07957348e+02	3.87675668e-03	1.21363340e+00	-2.23454799e-01	-1.07850643e-01	-1.15604156e-01
1.08020383e+02	3.77357802e-03	1.21456600e+00	-2.28814325e-01	-1.10633584e-01	-1.18180740e-01
1.08083362e+02	3.66207772e-03	1.21523364e+00	-2.33803612e-01	-1.13239728e-01	-1.20563884e-01
1.08146285e+02	3.54483497e-03	1.21636218e+00	-2.39019063e-01	-1.15964696e-01	-1.23054366e-01
1.08209152e+02	3.42345405e-03	1.21788729e+00	-2.43602828e-01	-1.18377960e-01	-1.25224868e-01
1.08271965e+02	3.29467839e-03	1.21875781e+00	-2.47427673e-01	-1.20419158e-01	-1.27008515e-01
1.08334724e+02	3.15939113e-03	1.21949741e+00	-2.51635813e-01	-1.22658515e-01	-1.28977298e-01
1.08397431e+02	3.01983263e-03	1.22073710e+00	-2.55288736e-01	-1.24624535e-01	-1.30664200e-01
1.08460086e+02	2.87497960e-03	1.22179333e+00	-2.58552972e-01	-1.26401506e-01	-1.32151465e-01
1.08522690e+02	2.72331190e-03	1.22267690e+00	-2.61037220e-01	-1.27795298e-01	-1.33241922e-01
1.08585246e+02	2.56391127e-03	1.22377707e+00	-2.63989844e-01	-1.29431011e-01	-1.34558833e-01
1.08647753e+02	2.39989042e-03	1.22477766e+00	-2.66171355e-01	-1.30685787e-01	-1.35485568e-01
1.08710215e+02	2.23332577e-03	1.22586001e+00	-2.67892625e-01	-1.31712987e-01	-1.36179638e-01
1.08772631e+02	2.06345968e-03	1.22690107e+00	-2.68900857e-01	-1.32386969e-01	-1.36513888e-01
1.08835005e+02	1.89029987e-03	1.22795734e+00	-2.70359986e-01	-1.33289693e-01	-1.37070293e-01
1.08897336e+02	1.71309175e-03	1.22889834e+00	-2.71113658e-01	-1.33843737e-01	-1.37269921e-01
1.08959626e+02	1.53220656e-03	1.22987588e+00	-2.71363460e-01	-1.34149524e-01	-1.37213937e-01
1.09021876e+02	1.34673429e-03	1.23066663e+00	-2.71691051e-01	-1.34498791e-01	-1.37192260e-01
1.09084089e+02	1.15789143e-03	1.23160048e+00	-2.71274188e-01	-1.34479202e-01	-1.36794985e-01
1.09146264e+02	9.68779027e-04	1.23260214e+00	-2.70063617e-01	-1.34063030e-01	-1.36000588e-01
1.09208405e+02	7.76588286e-04	1.23368004e+00	-2.68770018e-01	-1.33608421e-01	-1.35161597e-01
1.09270512e+02	5.81816263e-04	1.23424832e+00	-2.67341605e-01	-1.33088986e-01	-1.34252619e-01
1.09332588e+02	3.85492588e-04	1.23483009e+00	-2.65434993e-01	-1.32332004e-01	-1.33102989e-01
1.09394633e+02	1.87979808e-04	1.23560283e+00	-2.62898332e-01	-1.31261186e-01	-1.31637146e-01
1.09456649e+02	-1.06506779e-05	1.23590637e+00	-2.60068129e-01	-1.30044715e-01	-1.30023414e-01
1.09518639e+02	-2.10355617e-04	1.23668817e+00	-2.57252488e-01	-1.28836600e-01	-1.28415889e-01
1.09580604e+02	-4.11343110e-04	1.23722284e+00	-2.53415010e-01	-1.27118848e-01	-1.26296162e-01
1.09642546e+02	-6.13187678e-04	1.23783144e+00	-2.49627165e-01	-1.25426770e-01	-1.24200395e-01
1.09704467e+02	-8.15541881e-04	1.23834549e+00	-2.45244732e-01	-1.23437908e-01	-1.21806824e-01
1.09766368e+02	-1.01820450e-03	1.23848929e+00	-2.40943896e-01	-1.21490153e-01	-1.19453744e-01
1.09828252e+02	-1.22070192e-03	1.23883489e+00	-2.35957689e-01	-1.19199546e-01	-1.16758143e-01
1.09890120e+02	-1.42270582e-03	1.23917984e+00	-2.30531694e-01	-1.16688553e-01	-1.13843141e-01
1.09951975e+02	-1.62658671e-03	1.23922446e+00	-2.25347079e-01	-1.14300126e-01	-1.11046953e-01
1.10013818e+02	-1.82675741e-03	1.23963047e+00	-2.18673726e-01	-1.11163621e-01	-1.07510106e-01
1.10075650e+02	-2.02637029e-03	1.24002296e+00	-2.12130197e-01	-1.08091469e-01	-1.04038728e-01
1.10137475e+02	-2.22496086e-03	1.23980885e+00	-2.05723268e-01	-1.05086595e-01	-1.00636673e-01
1.10199295e+02	-2.42358757e-03	1.23972351e+00	-1.98471140e-01	-1.01659158e-01	-9.68119824e-02
1.10261110e+02	-2.62219230e-03	1.23956640e+00	-1.91153063e-01	-9.81987240e-02	-9.29543394e-02
1.10322924e+02	-2.81592290e-03	1.23932435e+00	-1.83241388e-01	-9.44366167e-02	-8.88047709e-02
1.10384738e+02	-3.00522567e-03	1.23918115e+00	-1.75556576e-01	-9.07835137e-02	-8.47730624e-02
1.10446555e+02	-3.19218383e-03	1.23919696e+00	-1.67258047e-01	-8.68212075e-02	-8.04368399e-02
1.10508377e+02	-3.37420211e-03	1.23881635e+00	-1.58533103e-01	-8.26407537e-02	-7.58923495e-02
1.10570205e+02	-3.55335915e-03	1.23858070e+00	-1.49451960e-01	-7.82793390e-02	-7.11726207e-02
1.10632041e+02	-3.73055904e-03	1.23834191e+00	-1.40259984e-01	-7.38605512e-02	-6.63994331e-02
1.10693889e+02	-3.90459469e-03	1.23799289e+00	-1.30891188e-01	-6.93501889e-02	-6.15409995e-02
1.10755750e+02	-4.07435428e-03	1.23761011e+00	-1.21454589e-01	-6.48016490e-02	-5.66529404e-02
1.10817626e+02	-4.23919447e-03	1.23716505e+00	-1.11965138e-01	-6.02217637e-02	-5.17433748e-02
1.10879518e+02	-4.39905939e-03	1.23684577e+00	-1.01528669e-01	-5.51633941e-02	-4.63652754e-02
1.10941431e+02	-4.55412890e-03	1.23667779e+00	-9.07586465e-02	-4.99334522e-02	-4.08251944e-02
1.11003364e+02	-4.70385232e-03	1.23601740e+00	-8.00232086e-02	-4.47154566e-02	-3.53077520e-02
1.11065321e+02	-4.84824128e-03	1.23554774e+00	-6.97263940e-02	-3.97114383e-02	-3.00149557e-02
1.11127303e+02	-4.98690010e-03	1.23495975e+00	-5.85385449e-02	-3.42561726e-02	-2.42823724e-02
1.11189314e+02	-5.11928632e-03	1.23464935e+00	-4.75269993e-02	-2.88827860e-02	-1.86442133e-02
1.11251354e+02	-5.24524368e-03	1.23434209e+00	-3.56617299e-02	-2.30761086e-02	-1.25856213e-02
1.11313428e+02	-5.36425730e-03	1.23362560e+00	-2.41200517e-02	-1.74242831e-02	-6.69576854e-03
1.11375536e+02	-5.47761512e-03	1.23344123e+00	-1.30319111e-02	-1.19935707e-02	-1.03834044e-03
1.11437682e+02	-5.58471755e-03	1.23313595e+00	-1.11375564e-03	-6.14159537e-03	5.02783973e-03
1.11499867e+02	-5.68548653e-03	1.23260831e+00	1.05776185e-02	-3.96677292e-04	1.09742958e-02
1.11562094e+02	-5.77993326e-03	1.23247250e+00	2.25544675e-02	5.49730047e-03	1.70571670e-02
1.11624364e+02	-5.86690865e-03	1.23210105e+00	3.52710262e-02	1.17686045e-02	2.35024218e-02
1.11686680e+02	-5.94683239e-03	1.23195184e+00	4.62999712e-02	1.72031532e-02	2.90968180e-02
1.11749043e+02	-6.01983695e-03	1.23182715e+00	5.82016539e-02	2.30809900e-02	3.51206639e-02
1.11811455e+02	-6.08481416e-03	1.23161328e+00	7.12626265e-02	2.95464991e-02	4.17161274e-02
1.11873918e+02	-6.14224527e-03	1.23161583e+00	8.31470045e-02	3.54312570e-02	4.77157475e-02
1.11936433e+02	-6.18931891e-03	1.23168098e+00	9.46598824e-02	4.11406223e-02	5.35192601e-02
1.11999004e+02	-6.22958476e-03	1.23162081e+00	1.07828562e-01	4.76846961e-02	6.01438657e-02
1.12061631e+02	-6.26282486e-03	1.23183468e+00	1.19300443e-01	5.33873965e-02	6.59130462e-02
1.12124316e+02	-6.28460892e-03	1.23209473e+00	1.31059773e-01	5.92452774e-02	7.18144953e-02
1.12187062e+02	-6.29753052e-03	1.23225457e+00	1.43047341e-01	6.52261398e-02	7.78212009e-02
