# Force coefficients
# liftDir      : (0.00000000e+00 1.00000000e+00 0.00000000e+00)
# dragDir      : (1.00000000e+00 0.00000000e+00 0.00000000e+00)
# pitchAxis    : (0.00000000e+00 0.00000000e+00 1.00000000e+00)
# magUInf      : 1.00000000e+00
# lRef         : 1.00000000e+00
# Aref         : 2.00000000e+00
# CofR         : (0.00000000e+00 0.00000000e+00 0.00000000e+00)
# Time         	Cm             	Cd             	Cl             	Cl(f)          	Cl(r)          
86.3239        	3.18158114e-03	1.02511811e+00	2.07960660e-02	1.35796141e-02	7.21645186e-03
86.39          	3.22754378e-03	1.02641760e+00	1.54720501e-02	1.09635688e-02	4.50848125e-03
86.456         	3.27254117e-03	1.02798583e+00	1.05515632e-02	8.54832276e-03	2.00324043e-03
86.5221        	3.31430923e-03	1.02945935e+00	5.01452387e-03	5.82157116e-03	-8.07047293e-04
86.5882        	3.35254984e-03	1.03106084e+00	-3.89547003e-04	3.15777634e-03	-3.54732334e-03
86.6542        	3.38639674e-03	1.03252987e+00	-6.29091014e-03	2.40941667e-04	-6.53185181e-03
86.7203        	3.41621273e-03	1.03408838e+00	-1.16468493e-02	-2.40721190e-03	-9.23963737e-03
86.7864        	3.44313905e-03	1.03564346e+00	-1.73062335e-02	-5.20997771e-03	-1.20962558e-02
86.8524        	3.46815481e-03	1.03722178e+00	-2.28696781e-02	-7.96668425e-03	-1.49029939e-02
86.9185        	3.48722500e-03	1.03877050e+00	-2.85540767e-02	-1.07898134e-02	-1.77642634e-02
86.9846        	3.50126033e-03	1.04034571e+00	-3.47524214e-02	-1.38749504e-02	-2.08774710e-02
87.0507        	3.51166629e-03	1.04152357e+00	-4.10034246e-02	-1.69900460e-02	-2.40133786e-02
87.1167        	3.51853102e-03	1.04330674e+00	-4.67123326e-02	-1.98376353e-02	-2.68746973e-02
87.1828        	3.52192824e-03	1.04512953e+00	-5.21862637e-02	-2.25712036e-02	-2.96150601e-02
87.2489        	3.52074675e-03	1.04671919e+00	-5.81497615e-02	-2.55541340e-02	-3.25956275e-02
87.3149        	3.51653641e-03	1.04827284e+00	-6.41759652e-02	-2.85714462e-02	-3.56045190e-02
87.381         	3.50896853e-03	1.04995501e+00	-6.98630433e-02	-3.14225531e-02	-3.84404902e-02
87.4471        	3.49691135e-03	1.05150657e+00	-7.59524318e-02	-3.44793045e-02	-4.14731272e-02
87.5131        	3.48152690e-03	1.05307320e+00	-8.22167012e-02	-3.76268237e-02	-4.45898775e-02
87.5792        	3.46281052e-03	1.05472442e+00	-8.80415389e-02	-4.05579589e-02	-4.74835800e-02
87.6453        	3.44059737e-03	1.05642440e+00	-9.40680859e-02	-4.35934456e-02	-5.04746403e-02
87.7113        	3.41461451e-03	1.05792626e+00	-9.99882760e-02	-4.65795235e-02	-5.34087525e-02
87.7774        	3.38448898e-03	1.05973887e+00	-1.05677167e-01	-4.94540943e-02	-5.62230722e-02
87.8435        	3.35041901e-03	1.06150720e+00	-1.11021944e-01	-5.21605530e-02	-5.88613910e-02
87.9092        	3.31272862e-03	1.06311539e+00	-1.16713076e-01	-5.50438094e-02	-6.16692667e-02
87.9749        	3.27132365e-03	1.06460563e+00	-1.22639022e-01	-5.80481874e-02	-6.45908347e-02
88.0406        	3.22663042e-03	1.06652954e+00	-1.27823695e-01	-6.06852172e-02	-6.71384780e-02
88.1063        	3.17828752e-03	1.06836653e+00	-1.33342955e-01	-6.34931900e-02	-6.98497650e-02
88.172         	3.12604929e-03	1.07014030e+00	-1.38745636e-01	-6.62467688e-02	-7.24988673e-02
88.2374        	3.07040812e-03	1.07178152e+00	-1.43634042e-01	-6.87466131e-02	-7.48874294e-02
88.3027        	3.01117527e-03	1.07370913e+00	-1.48902890e-01	-7.14402696e-02	-7.74626201e-02
88.3681        	2.94845877e-03	1.07571722e+00	-1.53719988e-01	-7.39115351e-02	-7.98084526e-02
88.4334        	2.88192942e-03	1.07751102e+00	-1.57968471e-01	-7.61023061e-02	-8.18661650e-02
88.4984        	2.81198917e-03	1.07893772e+00	-1.62767333e-01	-7.85716773e-02	-8.41956556e-02
88.5634        	2.73655807e-03	1.08077280e+00	-1.66725575e-01	-8.06262292e-02	-8.60993453e-02
88.6284        	2.65934659e-03	1.08289584e+00	-1.71085998e-01	-8.28836526e-02	-8.82023458e-02
88.6933        	2.58118419e-03	1.08487222e+00	-1.74775727e-01	-8.48066796e-02	-8.99690479e-02
88.7583        	2.49993757e-03	1.08670827e+00	-1.78708469e-01	-8.68542971e-02	-9.18541722e-02
88.8233        	2.41544849e-03	1.08850249e+00	-1.82229259e-01	-8.86991810e-02	-9.35300780e-02
88.8879        	2.32836694e-03	1.09035664e+00	-1.85238774e-01	-9.02910199e-02	-9.49477538e-02
88.9525        	2.23744627e-03	1.09220153e+00	-1.88575950e-01	-9.20505285e-02	-9.65254211e-02
89.0171        	2.14221082e-03	1.09410612e+00	-1.91209087e-01	-9.34623326e-02	-9.77467542e-02
89.0817        	2.04304782e-03	1.09596463e+00	-1.93616707e-01	-9.47653057e-02	-9.88514013e-02
89.1463        	1.93998244e-03	1.09783448e+00	-1.96386843e-01	-9.62534388e-02	-1.00133404e-01
89.2105        	1.83374261e-03	1.09981811e+00	-1.98328367e-01	-9.73304411e-02	-1.00997926e-01
89.2748        	1.72388370e-03	1.10177871e+00	-1.99942771e-01	-9.82475020e-02	-1.01695269e-01
89.339         	1.61000068e-03	1.10359176e+00	-2.01785441e-01	-9.92827196e-02	-1.02502721e-01
89.4032        	1.49141001e-03	1.10551764e+00	-2.03024754e-01	-1.00020967e-01	-1.03003787e-01
89.4674        	1.36963061e-03	1.10721217e+00	-2.03853859e-01	-1.00557299e-01	-1.03296560e-01
89.5313        	1.24744842e-03	1.10937974e+00	-2.04727822e-01	-1.01116462e-01	-1.03611359e-01
89.5951        	1.12227353e-03	1.11127851e+00	-2.05275601e-01	-1.01515527e-01	-1.03760074e-01
89.6589        	9.94398647e-04	1.11229863e+00	-2.04914849e-01	-1.01463026e-01	-1.03451823e-01
89.7228        	8.63872974e-04	1.11434553e+00	-2.04549678e-01	-1.01410966e-01	-1.03138712e-01
89.7866        	7.31166647e-04	1.11605751e+00	-2.04907736e-01	-1.01722701e-01	-1.03185035e-01
89.8504        	5.96499801e-04	1.11761492e+00	-2.04061577e-01	-1.01434289e-01	-1.02627288e-01
89.9139        	4.61712187e-04	1.11940008e+00	-2.03233632e-01	-1.01155104e-01	-1.02078528e-01
89.9773        	3.27808279e-04	1.12106029e+00	-2.01891703e-01	-1.00618043e-01	-1.01273660e-01
90.0407        	1.93379951e-04	1.12266672e+00	-2.00013807e-01	-9.98135238e-02	-1.00200284e-01
90.1042        	5.80002489e-05	1.12393603e+00	-1.98199221e-01	-9.90416103e-02	-9.91576108e-02
90.1676        	-7.80922959e-05	1.12549029e+00	-1.95874652e-01	-9.80154181e-02	-9.78592335e-02
90.2311        	-2.14540656e-04	1.12687826e+00	-1.93571971e-01	-9.70005261e-02	-9.65714448e-02
90.2945        	-3.51035847e-04	1.12836776e+00	-1.90452608e-01	-9.55773397e-02	-9.48752680e-02
90.3579        	-4.87608980e-04	1.12960538e+00	-1.87945106e-01	-9.44601618e-02	-9.34849438e-02
90.4209        	-6.24174173e-04	1.13097204e+00	-1.84494293e-01	-9.28713207e-02	-9.16229723e-02
90.484         	-7.62834349e-04	1.13233819e+00	-1.81031887e-01	-9.12787778e-02	-8.97531091e-02
90.547         	-9.02420765e-04	1.13370635e+00	-1.76886339e-01	-8.93455901e-02	-8.75407485e-02
90.61          	-1.04238978e-03	1.13477341e+00	-1.72833550e-01	-8.74591646e-02	-8.53743850e-02
90.673         	-1.18231609e-03	1.13578229e+00	-1.68429834e-01	-8.53972333e-02	-8.30326011e-02
90.736         	-1.32185403e-03	1.13639484e+00	-1.63406413e-01	-8.30250606e-02	-8.03813525e-02
90.7991        	-1.46079640e-03	1.13746138e+00	-1.58501943e-01	-8.07117680e-02	-7.77901752e-02
90.8621        	-1.59907390e-03	1.13857732e+00	-1.53648546e-01	-7.84233467e-02	-7.52251989e-02
90.9251        	-1.73675037e-03	1.13930649e+00	-1.47857138e-01	-7.56653192e-02	-7.21918185e-02
90.9881        	-1.87404977e-03	1.14034312e+00	-1.42905272e-01	-7.33266858e-02	-6.95785863e-02
91.0511        	-2.01006803e-03	1.14143877e+00	-1.36536055e-01	-7.02780953e-02	-6.62579592e-02
91.1142        	-2.14405221e-03	1.14237861e+00	-1.30325191e-01	-6.73066477e-02	-6.30185433e-02
91.1772        	-2.27493613e-03	1.14306593e+00	-1.23718334e-01	-6.41341030e-02	-5.95842307e-02
91.2402        	-2.40196649e-03	1.14372322e+00	-1.17017459e-01	-6.09106962e-02	-5.61067632e-02
91.3032        	-2.52548129e-03	1.14468244e+00	-1.10516177e-01	-5.77835696e-02	-5.27326070e-02
91.3662        	-2.64691521e-03	1.14529237e+00	-1.03215977e-01	-5.42549038e-02	-4.89610733e-02
91.4288        	-2.76483727e-03	1.14562433e+00	-9.63143881e-02	-5.09220313e-02	-4.53923568e-02
91.4914        	-2.88049541e-03	1.14638398e+00	-8.87309921e-02	-4.72459915e-02	-4.14850007e-02
91.5539        	-2.99468582e-03	1.14687437e+00	-8.10876863e-02	-4.35385290e-02	-3.75491573e-02
91.6165        	-3.10688198e-03	1.14726712e+00	-7.40233549e-02	-4.01185595e-02	-3.39047955e-02
91.6791        	-3.21687928e-03	1.14773516e+00	-6.59673974e-02	-3.62005780e-02	-2.97668194e-02
91.7416        	-3.32400916e-03	1.14828011e+00	-5.79602461e-02	-3.23041322e-02	-2.56561139e-02
91.8042        	-3.42340568e-03	1.14896048e+00	-4.93795935e-02	-2.81132024e-02	-2.12663911e-02
91.8668        	-3.51978837e-03	1.14933379e+00	-4.09067292e-02	-2.39731530e-02	-1.69335762e-02
91.9293        	-3.61408427e-03	1.14976470e+00	-3.28508313e-02	-2.00394999e-02	-1.28113314e-02
91.9919        	-3.70456041e-03	1.15045928e+00	-2.48464305e-02	-1.61277757e-02	-8.71865483e-03
92.0544        	-3.78936562e-03	1.15105339e+00	-1.55548758e-02	-1.15668035e-02	-3.98807229e-03
92.117         	-3.86719491e-03	1.15152549e+00	-7.44368743e-03	-7.58903863e-03	1.45351198e-04
92.1796        	-3.93931137e-03	1.15174022e+00	1.30679541e-03	-3.28591366e-03	4.59270907e-03
92.2421        	-4.00801886e-03	1.15210936e+00	9.63970058e-03	8.11831428e-04	8.82786915e-03
92.3047        	-4.07283917e-03	1.15259831e+00	1.90325064e-02	5.44341402e-03	1.35890923e-02
92.3678        	-4.13000057e-03	1.15323691e+00	2.76436633e-02	9.69183108e-03	1.79518322e-02
92.4308        	-4.18160807e-03	1.15370652e+00	3.67360138e-02	1.41863988e-02	2.25496150e-02
92.4939        	-4.22766127e-03	1.15412066e+00	4.52761371e-02	1.84104073e-02	2.68657298e-02
92.557         	-4.26975952e-03	1.15479840e+00	5.45540954e-02	2.30072882e-02	3.15468072e-02
92.6201        	-4.30617333e-03	1.15530753e+00	6.30508075e-02	2.72192304e-02	3.58315771e-02
92.6832        	-4.33607383e-03	1.15594214e+00	7.17800622e-02	3.15539573e-02	4.02261049e-02
92.7462        	-4.36155455e-03	1.15652868e+00	8.10642483e-02	3.61705696e-02	4.48936787e-02
92.8093        	-4.37942645e-03	1.15745758e+00	8.94251833e-02	4.03331652e-02	4.90920181e-02
92.8724        	-4.39101119e-03	1.15766333e+00	9.80573141e-02	4.46376458e-02	5.34196682e-02
92.9355        	-4.39647833e-03	1.15824462e+00	1.06572542e-01	4.88897928e-02	5.76827494e-02
92.9985        	-4.39584959e-03	1.15892596e+00	1.14611813e-01	5.29100570e-02	6.17017562e-02
93.0616        	-4.38906496e-03	1.15962833e+00	1.22720688e-01	5.69712789e-02	6.57494088e-02
93.1247        	-4.37582088e-03	1.16063343e+00	1.31200267e-01	6.12243126e-02	6.99759543e-02
93.1878        	-4.35648105e-03	1.16146913e+00	1.39064163e-01	6.51756002e-02	7.38885623e-02
93.2508        	-4.33100447e-03	1.16225118e+00	1.46730941e-01	6.90344662e-02	7.76964752e-02
93.3139        	-4.29928622e-03	1.16322435e+00	1.55134171e-01	7.32677994e-02	8.18663719e-02
93.377         	-4.26143401e-03	1.16405737e+00	1.62545671e-01	7.70114015e-02	8.55342695e-02
93.4401        	-4.21737890e-03	1.16489396e+00	1.69703665e-01	8.06344535e-02	8.90692113e-02
93.5031        	-4.16710024e-03	1.16585758e+00	1.76409424e-01	8.40376119e-02	9.23718124e-02
93.5656        	-4.11152557e-03	1.16671851e+00	1.83382927e-01	8.75799380e-02	9.58029891e-02
93.6281        	-4.05088806e-03	1.16776489e+00	1.89752298e-01	9.08252608e-02	9.89270369e-02
93.6906        	-3.98483707e-03	1.16878881e+00	1.95725692e-01	9.38780092e-02	1.01847683e-01
93.753         	-3.91341883e-03	1.16998118e+00	2.02112822e-01	9.71429920e-02	1.04969830e-01
93.8155        	-3.83678625e-03	1.17098535e+00	2.08057791e-01	1.00192109e-01	1.07865682e-01
93.878         	-3.75487559e-03	1.17214442e+00	2.13497130e-01	1.02993689e-01	1.10503441e-01
93.9404        	-3.66391215e-03	1.17331039e+00	2.18566964e-01	1.05619570e-01	1.12947394e-01
94.0023        	-3.57248482e-03	1.17414358e+00	2.23630519e-01	1.08242775e-01	1.15387744e-01
94.0641        	-3.47720518e-03	1.17544963e+00	2.27896266e-01	1.10470928e-01	1.17425338e-01
94.1259        	-3.37462315e-03	1.17707173e+00	2.32008921e-01	1.12629837e-01	1.19379084e-01
94.1878        	-3.26906268e-03	1.17776734e+00	2.35893627e-01	1.14677751e-01	1.21215876e-01
94.2496        	-3.15961948e-03	1.17864012e+00	2.40064064e-01	1.16872412e-01	1.23191651e-01
94.3114        	-3.04502356e-03	1.17998907e+00	2.43312053e-01	1.18611003e-01	1.24701050e-01
94.3733        	-2.92491081e-03	1.18116129e+00	2.45834311e-01	1.19992244e-01	1.25842066e-01
94.4351        	-2.79955896e-03	1.18232658e+00	2.48471225e-01	1.21436054e-01	1.27035171e-01
94.4969        	-2.66936572e-03	1.18348969e+00	2.50523672e-01	1.22592470e-01	1.27931202e-01
94.5588        	-2.53456562e-03	1.18463078e+00	2.51986308e-01	1.23458589e-01	1.28527720e-01
94.6199        	-2.39684833e-03	1.18555402e+00	2.53646727e-01	1.24426515e-01	1.29220212e-01
94.681         	-2.25294691e-03	1.18675697e+00	2.54420962e-01	1.24957534e-01	1.29463428e-01
94.7422        	-2.10253771e-03	1.18787859e+00	2.55513987e-01	1.25654456e-01	1.29859531e-01
94.8033        	-1.94966953e-03	1.18891131e+00	2.55768778e-01	1.25934719e-01	1.29834058e-01
94.8644        	-1.79640678e-03	1.18985687e+00	2.55452813e-01	1.25930000e-01	1.29522813e-01
94.9256        	-1.64110581e-03	1.19102415e+00	2.54927645e-01	1.25822717e-01	1.29104928e-01
94.9867        	-1.48374283e-03	1.19189688e+00	2.54261705e-01	1.25647110e-01	1.28614595e-01
95.0479        	-1.32343158e-03	1.19245845e+00	2.53705776e-01	1.25529456e-01	1.28176319e-01
95.109         	-1.16067932e-03	1.19350725e+00	2.51937133e-01	1.24807887e-01	1.27129246e-01
95.1701        	-9.96557547e-04	1.19439859e+00	2.50047710e-01	1.24027298e-01	1.26020413e-01
95.2313        	-8.31331747e-04	1.19470068e+00	2.47663961e-01	1.23000649e-01	1.24663312e-01
95.2924        	-6.65178318e-04	1.19509130e+00	2.45028386e-01	1.21849015e-01	1.23179371e-01
95.3535        	-4.98754836e-04	1.19597921e+00	2.42155296e-01	1.20578893e-01	1.21576403e-01
95.4147        	-3.31892561e-04	1.19668112e+00	2.38724210e-01	1.19030212e-01	1.19693998e-01
95.4758        	-1.62952593e-04	1.19711812e+00	2.35199018e-01	1.17436556e-01	1.17762462e-01
95.537         	6.31889712e-06	1.19734585e+00	2.31151901e-01	1.15582269e-01	1.15569631e-01
95.5981        	1.74873648e-04	1.19763378e+00	2.26683085e-01	1.13516416e-01	1.13166669e-01
95.6592        	3.44241554e-04	1.19814297e+00	2.22207285e-01	1.11447884e-01	1.10759401e-01
95.7195        	5.11507047e-04	1.19811126e+00	2.17378266e-01	1.09200640e-01	1.08177626e-01
95.7798        	6.81390576e-04	1.19861719e+00	2.12152293e-01	1.06757537e-01	1.05394756e-01
95.8401        	8.51773860e-04	1.19859514e+00	2.05932384e-01	1.03817966e-01	1.02114418e-01
95.9004        	1.02088783e-03	1.19880152e+00	2.00029555e-01	1.01035665e-01	9.89938896e-02
95.9607        	1.18860219e-03	1.19895353e+00	1.93779498e-01	9.80783514e-02	9.57011470e-02
96.021         	1.35584144e-03	1.19881212e+00	1.87435422e-01	9.50735525e-02	9.23618696e-02
96.0813        	1.52389763e-03	1.19858267e+00	1.80384433e-01	9.17161141e-02	8.86683189e-02
96.1415        	1.69184357e-03	1.19872953e+00	1.73725501e-01	8.85545938e-02	8.51709067e-02
96.2018        	1.85970508e-03	1.19836734e+00	1.65755101e-01	8.47372557e-02	8.10178455e-02
96.2621        	2.02666075e-03	1.19813949e+00	1.58125732e-01	8.10895265e-02	7.70362050e-02
96.3224        	2.19237981e-03	1.19817195e+00	1.49851583e-01	7.71181713e-02	7.27334116e-02
96.3827        	2.35604622e-03	1.19787717e+00	1.41507556e-01	7.31098243e-02	6.83977319e-02
96.443         	2.51743903e-03	1.19722426e+00	1.33445414e-01	6.92401461e-02	6.42052681e-02
96.5033        	2.67657004e-03	1.19677986e+00	1.24740516e-01	6.50468279e-02	5.96936878e-02
96.5636        	2.83297353e-03	1.19673506e+00	1.15306157e-01	6.04860522e-02	5.48201051e-02
96.6238        	2.98638117e-03	1.19648161e+00	1.06215492e-01	5.60941270e-02	5.01213646e-02
96.6841        	3.13701872e-03	1.19599751e+00	9.70891590e-02	5.16815982e-02	4.54075608e-02
96.7444        	3.28468685e-03	1.19562960e+00	8.80496556e-02	4.73095146e-02	4.07401409e-02
96.8047        	3.43082137e-03	1.19519611e+00	7.77064209e-02	4.22840318e-02	3.54223891e-02
96.865         	3.57394140e-03	1.19470739e+00	6.78426764e-02	3.74952796e-02	3.03473968e-02
96.9253        	3.70800761e-03	1.19462082e+00	5.72496625e-02	3.23328388e-02	2.49168236e-02
96.9856        	3.83584429e-03	1.19412938e+00	4.74873293e-02	2.75795089e-02	1.99078204e-02
97.0459        	3.95919902e-03	1.19362227e+00	3.70228979e-02	2.24706480e-02	1.45522499e-02
97.1062        	4.07999597e-03	1.19300589e+00	2.70308764e-02	1.75954342e-02	9.43544223e-03
97.1664        	4.19422718e-03	1.19262919e+00	1.57425475e-02	1.20655009e-02	3.67704655e-03
97.2267        	4.30124023e-03	1.19217885e+00	5.37235613e-03	6.98741829e-03	-1.61506216e-03
97.287         	4.40020989e-03	1.19174798e+00	-5.01537240e-03	1.89252369e-03	-6.90789608e-03
97.3473        	4.49419213e-03	1.19156636e+00	-1.62129647e-02	-3.61229024e-03	-1.26006745e-02
97.4076        	4.58478248e-03	1.19125897e+00	-2.73617995e-02	-9.09611728e-03	-1.82656822e-02
97.4679        	4.66916666e-03	1.19084035e+00	-3.81688982e-02	-1.44152824e-02	-2.37536157e-02
97.5282        	4.74281562e-03	1.19071575e+00	-4.89067724e-02	-1.97105706e-02	-2.91962018e-02
97.5885        	4.80941814e-03	1.19042006e+00	-5.99309764e-02	-2.51560701e-02	-3.47749064e-02
97.6488        	4.86808191e-03	1.19033917e+00	-7.12790508e-02	-3.07714435e-02	-4.05076073e-02
97.709         	4.92071345e-03	1.19018944e+00	-8.22095670e-02	-3.61840701e-02	-4.60254970e-02
97.7693        	4.96418723e-03	1.19021005e+00	-9.21339464e-02	-4.11027860e-02	-5.10311604e-02
97.8296        	5.00230745e-03	1.19007396e+00	-1.04139842e-01	-4.70676135e-02	-5.70722284e-02
97.8899        	5.03105296e-03	1.19023249e+00	-1.14641848e-01	-5.22898711e-02	-6.23519771e-02
97.9502        	5.05255374e-03	1.19059343e+00	-1.25647550e-01	-5.77712214e-02	-6.78763289e-02
98.0105        	5.06703128e-03	1.19093224e+00	-1.35949488e-01	-6.29077128e-02	-7.30417754e-02
98.0708        	5.07457569e-03	1.19132244e+00	-1.47562286e-01	-6.87065675e-02	-7.88557189e-02
98.1311        	5.07499561e-03	1.19104843e+00	-1.57628308e-01	-7.37391583e-02	-8.38891495e-02
98.1913        	5.06783356e-03	1.19123187e+00	-1.67490883e-01	-7.86776082e-02	-8.88132753e-02
98.2516        	5.05340700e-03	1.19171275e+00	-1.77098510e-01	-8.34958481e-02	-9.36026621e-02
98.3119        	5.03250721e-03	1.19261370e+00	-1.87840304e-01	-8.88876445e-02	-9.89526590e-02
98.3722        	5.00537817e-03	1.19314614e+00	-1.98119857e-01	-9.40545504e-02	-1.04065307e-01
98.4325        	4.97213950e-03	1.19382792e+00	-2.07617600e-01	-9.88366603e-02	-1.08780939e-01
98.4928        	4.93296570e-03	1.19436828e+00	-2.17620325e-01	-1.03877197e-01	-1.13743128e-01
98.5531        	4.88719709e-03	1.19512936e+00	-2.26490325e-01	-1.08357965e-01	-1.18132359e-01
98.6134        	4.83405343e-03	1.19607513e+00	-2.35311966e-01	-1.12821930e-01	-1.22490036e-01
98.6737        	4.77362434e-03	1.19687776e+00	-2.43668342e-01	-1.17060547e-01	-1.26607795e-01
98.7339        	4.70575171e-03	1.19791730e+00	-2.51463510e-01	-1.21026003e-01	-1.30437507e-01
98.7942        	4.63057758e-03	1.19901502e+00	-2.60785310e-01	-1.25762077e-01	-1.35023233e-01
98.8545        	4.54885077e-03	1.20001148e+00	-2.69028619e-01	-1.29965459e-01	-1.39063160e-01
98.9148        	4.46091383e-03	1.20084530e+00	-2.76790805e-01	-1.33934488e-01	-1.42856316e-01
98.9751        	4.36511623e-03	1.20213387e+00	-2.84206151e-01	-1.37737959e-01	-1.46468192e-01
99.0354        	4.26291856e-03	1.20363672e+00	-2.91286935e-01	-1.41380549e-01	-1.49906386e-01
99.0957        	4.15553908e-03	1.20469760e+00	-2.97109237e-01	-1.44399080e-01	-1.52710158e-01
99.156         	4.04153876e-03	1.20596810e+00	-3.02199810e-01	-1.47058366e-01	-1.55141444e-01
99.2163        	3.92172797e-03	1.20725540e+00	-3.08736268e-01	-1.50446406e-01	-1.58289862e-01
99.2765        	3.79683097e-03	1.20916188e+00	-3.14648617e-01	-1.53527477e-01	-1.61121139e-01
99.3368        	3.66528944e-03	1.20994240e+00	-3.19887726e-01	-1.56278573e-01	-1.63609152e-01
99.3971        	3.52795017e-03	1.21127041e+00	-3.24734505e-01	-1.58839303e-01	-1.65895203e-01
99.4574        	3.38532493e-03	1.21187821e+00	-3.29111987e-01	-1.61170669e-01	-1.67941319e-01
99.5177        	3.23714525e-03	1.21346440e+00	-3.33079681e-01	-1.63302695e-01	-1.69776986e-01
99.578         	3.08373934e-03	1.21473666e+00	-3.35416806e-01	-1.64624664e-01	-1.70792142e-01
99.6383        	2.92522559e-03	1.21596797e+00	-3.38282076e-01	-1.66215812e-01	-1.72066263e-01
99.6986        	2.76167850e-03	1.21735784e+00	-3.41133427e-01	-1.67805035e-01	-1.73328392e-01
99.7588        	2.59320735e-03	1.21854439e+00	-3.43946885e-01	-1.69380235e-01	-1.74566650e-01
99.8191        	2.41866882e-03	1.21979660e+00	-3.45431882e-01	-1.70297272e-01	-1.75134610e-01
99.8794        	2.24119113e-03	1.22105463e+00	-3.47075746e-01	-1.71296682e-01	-1.75779064e-01
99.9397        	2.06213511e-03	1.22205416e+00	-3.47893876e-01	-1.71884803e-01	-1.76009073e-01
100            	1.87843093e-03	1.22304140e+00	-3.47047285e-01	-1.71645212e-01	-1.75402073e-01
100.06         	1.69022684e-03	1.22429029e+00	-3.46661327e-01	-1.71640437e-01	-1.75020890e-01
100.12         	1.49823471e-03	1.22582442e+00	-3.46239880e-01	-1.71621705e-01	-1.74618175e-01
100.181        	1.30182690e-03	1.22621312e+00	-3.44919996e-01	-1.71158171e-01	-1.73761825e-01
100.241        	1.10023811e-03	1.22707046e+00	-3.43356768e-01	-1.70578146e-01	-1.72778622e-01
100.301        	8.95248988e-04	1.22768933e+00	-3.41383123e-01	-1.69796312e-01	-1.71586810e-01
100.361        	6.87102333e-04	1.22836280e+00	-3.39008300e-01	-1.68817048e-01	-1.70191252e-01
100.421        	4.78651077e-04	1.22897719e+00	-3.35120805e-01	-1.67081751e-01	-1.68039053e-01
100.481        	2.69378690e-04	1.22983482e+00	-3.31726358e-01	-1.65593800e-01	-1.66132558e-01
100.541        	5.82656929e-05	1.23024626e+00	-3.28013904e-01	-1.63948687e-01	-1.64065218e-01
100.601        	-1.55319871e-04	1.23116882e+00	-3.23456562e-01	-1.61883601e-01	-1.61572961e-01
100.661        	-3.70818646e-04	1.23146748e+00	-3.19043237e-01	-1.59892437e-01	-1.59150800e-01
100.721        	-5.87547848e-04	1.23167813e+00	-3.13415191e-01	-1.57295143e-01	-1.56120048e-01
100.781        	-8.02746946e-04	1.23201074e+00	-3.07923857e-01	-1.54764675e-01	-1.53159181e-01
100.841        	-1.01761934e-03	1.23195600e+00	-3.01487965e-01	-1.51761602e-01	-1.49726363e-01
100.901        	-1.23006712e-03	1.23230867e+00	-2.94853739e-01	-1.48656937e-01	-1.46196802e-01
100.961        	-1.44081581e-03	1.23186237e+00	-2.86886245e-01	-1.44883938e-01	-1.42002307e-01
101.021        	-1.65151490e-03	1.23181507e+00	-2.79720471e-01	-1.41511751e-01	-1.38208721e-01
101.081        	-1.86534749e-03	1.23155912e+00	-2.71443109e-01	-1.37586902e-01	-1.33856207e-01
101.141        	-2.08102404e-03	1.23112617e+00	-2.63055941e-01	-1.33608995e-01	-1.29446947e-01
101.2          	-2.29731787e-03	1.23094367e+00	-2.54392120e-01	-1.29493378e-01	-1.24898742e-01
101.26         	-2.51352933e-03	1.23081431e+00	-2.45697014e-01	-1.25362036e-01	-1.20334978e-01
101.32         	-2.72824874e-03	1.23008578e+00	-2.35562083e-01	-1.20509290e-01	-1.15052793e-01
101.38         	-2.94008744e-03	1.22955347e+00	-2.25772229e-01	-1.15826202e-01	-1.09946027e-01
101.44         	-3.14894716e-03	1.22953754e+00	-2.15540623e-01	-1.10919259e-01	-1.04621364e-01
101.5          	-3.35519718e-03	1.22862459e+00	-2.04845113e-01	-1.05777754e-01	-9.90673594e-02
101.56         	-3.55883008e-03	1.22790827e+00	-1.94180678e-01	-1.00649169e-01	-9.35315088e-02
101.62         	-3.75886653e-03	1.22721648e+00	-1.83264530e-01	-9.53911317e-02	-8.78733987e-02
101.68         	-3.95468543e-03	1.22607564e+00	-1.71486992e-01	-8.96981814e-02	-8.17888105e-02
101.74         	-4.14662765e-03	1.22546891e+00	-1.59136123e-01	-8.37146891e-02	-7.54214338e-02
101.8          	-4.33361315e-03	1.22459017e+00	-1.47162678e-01	-7.79149520e-02	-6.92477257e-02
101.86         	-4.51475363e-03	1.22441964e+00	-1.34985896e-01	-7.20077017e-02	-6.29781945e-02
101.92         	-4.69316168e-03	1.22339811e+00	-1.22344034e-01	-6.58651785e-02	-5.64788551e-02
101.98         	-4.86301858e-03	1.22286770e+00	-1.08929344e-01	-5.93276907e-02	-4.96016535e-02
102.041        	-5.02996101e-03	1.22177943e+00	-9.67126664e-02	-5.33862942e-02	-4.33263722e-02
102.101        	-5.19344947e-03	1.22104493e+00	-8.30763820e-02	-4.67316405e-02	-3.63447415e-02
102.161        	-5.34794279e-03	1.22027870e+00	-6.85361851e-02	-3.96160353e-02	-2.89201497e-02
102.222        	-5.49508950e-03	1.21965314e+00	-5.47527444e-02	-3.28714617e-02	-2.18812827e-02
102.282        	-5.63732781e-03	1.21906212e+00	-4.13964757e-02	-2.63355657e-02	-1.50609100e-02
